"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"23.07.2021","279,51","283,20","285,00","279,05","38,27M","-1,33%"
"22.07.2021","283,28","283,50","285,09","281,21","40,29M","0,13%"
"21.07.2021","282,90","277,50","285,01","276,00","41,10M","2,02%"
"20.07.2021","277,30","276,78","278,68","273,10","31,05M","0,65%"
"19.07.2021","275,51","277,11","279,51","273,15","42,83M","-1,48%"
"16.07.2021","279,65","279,22","282,00","278,00","27,99M","-0,13%"
"15.07.2021","280,01","284,58","285,11","278,96","41,73M","-1,61%"
"14.07.2021","284,60","282,89","286,93","282,88","52,95M","-3,14%"
"13.07.2021","293,83","297,75","297,77","293,00","49,32M","-1,20%"
"12.07.2021","297,39","295,51","298,48","294,90","43,36M","0,74%"
"09.07.2021","295,22","293,50","295,58","292,00","40,99M","0,81%"
"08.07.2021","292,86","296,45","297,00","290,33","52,74M","-1,52%"
"07.07.2021","297,39","293,89","297,48","293,47","67,08M","1,34%"
"06.07.2021","293,45","292,08","295,97","291,34","80,38M","0,81%"
"05.07.2021","291,10","286,00","291,49","285,78","34,24M","1,91%"
"02.07.2021","285,65","285,59","286,19","282,80","29,34M","-0,03%"
"01.07.2021","285,74","281,85","286,25","281,85","50,12M","1,40%"
"30.06.2021","281,80","277,27","281,82","276,50","60,40M","1,81%"
"29.06.2021","276,80","276,12","277,50","273,17","37,63M","-0,07%"
"28.06.2021","276,99","277,22","279,61","276,43","28,10M","-0,07%"
"25.06.2021","277,19","277,80","277,92","276,12","29,72M","-0,10%"
"24.06.2021","277,47","278,20","279,47","275,50","42,59M","0,04%"
"23.06.2021","277,35","277,89","279,56","276,67","33,62M","0,13%"
"22.06.2021","277,00","273,50","277,00","272,89","36,98M","1,61%"
"21.06.2021","272,62","269,78","272,86","268,09","27,45M","0,95%"
"18.06.2021","270,06","271,54","273,18","268,65","52,73M","-0,90%"
"17.06.2021","272,50","270,90","273,89","269,10","43,67M","0,26%"
"16.06.2021","271,80","272,90","275,23","270,12","67,26M","-0,34%"
"15.06.2021","272,72","279,92","280,14","272,63","52,23M","-2,43%"
"14.06.2021","279,50","277,56","280,45","277,22","28,19M","0,88%"
"11.06.2021","277,05","276,58","278,00","274,85","26,62M","0,34%"
"10.06.2021","276,10","275,49","277,77","274,32","37,26M","0,16%"
"09.06.2021","275,65","275,98","276,39","273,76","28,27M","0,11%"
"08.06.2021","275,36","275,35","277,58","272,91","53,12M","-0,11%"
"07.06.2021","275,67","274,01","276,70","273,85","34,32M","0,50%"
"04.06.2021","274,30","271,99","276,22","269,58","54,41M","0,81%"
"03.06.2021","272,10","272,31","274,30","268,20","52,91M","0,35%"
"02.06.2021","271,15","264,05","271,36","263,55","53,36M","2,76%"
"01.06.2021","263,86","261,97","264,76","261,58","32,76M","1,08%"
"31.05.2021","261,03","261,00","261,60","259,30","21,50M","-0,37%"
"28.05.2021","262,00","263,79","265,93","261,35","35,30M","-0,37%"
"27.05.2021","262,96","261,98","263,75","261,22","57,62M","-0,05%"
"26.05.2021","263,09","260,52","263,33","260,01","34,68M","1,27%"
"25.05.2021","259,79","262,31","262,72","258,31","30,71M","-0,56%"
"24.05.2021","261,24","258,58","261,47","257,12","24,68M","1,26%"
"21.05.2021","258,00","260,04","260,70","257,12","29,12M","-0,45%"
"20.05.2021","259,16","260,80","262,78","256,90","46,56M","-0,67%"
"19.05.2021","260,90","263,90","264,50","256,00","93,58M","-2,00%"
"18.05.2021","266,22","256,10","268,38","254,54","86,43M","4,34%"
"17.05.2021","255,15","250,00","255,25","249,45","41,13M","2,24%"
"14.05.2021","249,55","248,00","250,40","247,53","50,36M","0,97%"
"13.05.2021","247,16","242,30","247,29","242,05","64,22M","2,22%"
"12.05.2021","241,79","242,01","244,42","241,56","33,30M","-0,29%"
"11.05.2021","242,50","240,24","243,17","239,05","35,85M","0,45%"
"10.05.2021","241,41","242,35","244,30","240,52","32,42M","-0,12%"
"07.05.2021","241,70","243,49","243,99","240,78","37,20M","-0,53%"
"06.05.2021","243,00","237,90","243,32","237,75","50,39M","2,32%"
"05.05.2021","237,50","234,21","237,77","233,69","38,15M","1,58%"
"04.05.2021","233,80","232,20","234,30","230,96","37,97M","1,05%"
"30.04.2021","231,38","230,11","231,60","228,86","32,11M","0,38%"
"29.04.2021","230,51","234,07","236,18","229,00","55,65M","-1,05%"
"28.04.2021","232,96","232,55","233,24","230,20","37,52M","0,41%"
"27.04.2021","232,00","233,41","235,14","231,21","29,29M","-0,53%"
"26.04.2021","233,23","233,00","234,91","232,16","28,72M","0,26%"
"23.04.2021","232,62","231,29","233,30","230,00","35,45M","0,73%"
"22.04.2021","230,93","230,68","232,15","227,14","60,35M","0,04%"
"21.04.2021","230,84","230,00","231,80","228,37","35,50M","0,37%"
"20.04.2021","230,00","231,56","233,17","229,00","43,94M","-0,51%"
"19.04.2021","231,17","234,50","234,90","230,28","39,74M","-1,67%"
"16.04.2021","235,10","235,49","237,45","232,70","46,27M","0,20%"
"15.04.2021","234,63","230,10","236,39","228,23","63,09M","-0,29%"
"14.04.2021","235,32","230,58","236,58","229,31","92,45M","3,22%"
"13.04.2021","227,99","223,00","228,33","221,10","39,10M","2,30%"
"12.04.2021","222,87","220,98","224,25","219,60","29,32M","0,32%"
"09.04.2021","222,15","224,20","224,30","221,48","20,92M","-0,96%"
"08.04.2021","224,30","224,84","226,30","222,88","19,42M","-0,09%"
"07.04.2021","224,51","222,31","226,01","220,68","29,51M","0,70%"
"06.04.2021","222,95","226,00","226,55","221,91","36,30M","-0,94%"
"05.04.2021","225,06","227,92","227,92","224,13","23,96M","-1,46%"
"02.04.2021","228,40","227,00","229,20","226,54","12,64M","0,64%"
"01.04.2021","226,94","228,40","231,67","225,75","43,83M","-0,13%"
"31.03.2021","227,24","226,40","228,40","223,32","38,85M","0,58%"
"30.03.2021","225,93","228,95","230,10","225,04","26,82M","-1,23%"
"29.03.2021","228,74","226,79","229,15","226,31","23,77M","0,63%"
"26.03.2021","227,30","225,70","227,60","225,13","26,77M","1,09%"
"25.03.2021","224,84","224,20","225,38","222,70","29,77M","0,53%"
"24.03.2021","223,65","222,35","225,45","220,53","36,72M","0,92%"
"23.03.2021","221,62","221,20","224,44","219,81","43,13M","-0,12%"
"22.03.2021","221,88","225,14","225,34","220,79","58,50M","-1,56%"
"19.03.2021","225,40","222,75","226,64","222,37","58,81M","0,47%"
"18.03.2021","224,35","230,00","231,79","223,70","67,61M","-2,41%"
"17.03.2021","229,90","233,85","234,56","227,21","62,11M","-1,76%"
"16.03.2021","234,02","237,30","238,23","233,80","38,09M","-1,59%"
"15.03.2021","237,79","234,98","238,09","234,46","46,19M","1,71%"
"12.03.2021","233,80","232,00","234,39","230,60","28,84M","0,57%"
"11.03.2021","232,47","232,89","233,53","230,07","32,16M","0,34%"
"10.03.2021","231,69","231,87","235,50","230,66","55,39M","-0,18%"
"09.03.2021","232,10","227,50","233,07","226,05","73,81M","2,25%"
"05.03.2021","227,00","222,01","228,42","220,02","55,80M","2,65%"
"04.03.2021","221,14","221,90","226,69","219,50","46,45M","-0,45%"
"03.03.2021","222,15","224,20","226,79","221,70","33,27M","-0,26%"
"02.03.2021","222,74","220,00","224,11","219,76","34,20M","0,57%"
"01.03.2021","221,47","219,33","222,01","218,25","28,41M","1,80%"
"26.02.2021","217,56","220,56","221,68","217,20","63,84M","-1,87%"
"25.02.2021","221,70","223,47","225,50","221,22","42,75M","-0,38%"
"24.02.2021","222,55","224,42","225,64","220,85","40,87M","-1,37%"
