"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.12.2021","6.562,5","6.607,0","6.615,0","6.533,0","459,02K","-0,49%"
"14.12.2021","6.594,5","6.377,5","6.627,0","6.367,5","1,98M","3,43%"
"13.12.2021","6.376,0","6.630,0","6.700,0","6.352,0","1,54M","-3,68%"
"10.12.2021","6.619,5","6.624,5","6.673,0","6.568,5","675,35K","0,01%"
"09.12.2021","6.619,0","6.594,0","6.636,0","6.501,5","1,23M","0,68%"
"08.12.2021","6.574,5","6.721,0","6.784,5","6.510,0","2,08M","-2,17%"
"07.12.2021","6.720,5","6.664,0","6.766,5","6.645,0","2,17M","1,06%"
"06.12.2021","6.650,0","6.690,0","6.740,0","6.500,0","1,17M","0,16%"
"03.12.2021","6.639,5","6.751,0","6.770,0","6.571,5","843,40K","-1,37%"
"02.12.2021","6.732,0","6.611,0","6.768,0","6.558,0","1,46M","2,36%"
"01.12.2021","6.576,5","6.600,0","6.740,5","6.543,0","1,74M","0,97%"
"30.11.2021","6.513,0","6.502,0","6.688,5","6.418,5","2,73M","-1,56%"
"29.11.2021","6.616,0","6.510,0","6.713,0","6.480,0","1,81M","3,80%"
"26.11.2021","6.374,0","6.462,0","6.516,5","6.335,5","2,18M","-4,32%"
"25.11.2021","6.661,5","6.814,5","6.890,5","6.655,0","1,08M","-2,25%"
"24.11.2021","6.814,5","6.850,5","6.891,0","6.686,5","1,37M","-0,22%"
"23.11.2021","6.829,5","6.551,0","6.837,0","6.490,0","1,59M","3,86%"
"22.11.2021","6.575,5","6.690,0","6.756,5","6.532,0","1,75M","-1,99%"
"19.11.2021","6.709,0","6.897,0","6.902,5","6.660,0","1,37M","-1,92%"
"18.11.2021","6.840,0","6.832,0","6.887,0","6.783,5","815,01K","-0,65%"
"17.11.2021","6.884,5","6.945,0","6.950,0","6.840,0","1,15M","-0,89%"
"16.11.2021","6.946,5","6.956,0","7.006,0","6.905,0","847,55K","0,40%"
"15.11.2021","6.918,5","6.852,0","6.979,5","6.815,0","910,01K","0,59%"
"12.11.2021","6.878,0","7.061,5","7.067,0","6.835,0","1,94M","-3,05%"
"11.11.2021","7.094,5","7.158,0","7.171,0","6.969,0","1,09M","-0,60%"
"10.11.2021","7.137,5","7.209,0","7.266,0","7.120,0","656,16K","-0,70%"
"09.11.2021","7.188,0","7.200,0","7.255,0","7.117,5","792,62K","-0,28%"
"08.11.2021","7.208,5","7.240,0","7.275,0","7.202,0","511,33K","0,13%"
"05.11.2021","7.199,0","7.132,0","7.205,0","7.082,0","593,78K","0,33%"
"03.11.2021","7.175,0","7.190,0","7.202,5","7.125,0","595,46K","-0,54%"
"02.11.2021","7.214,0","7.304,0","7.394,0","7.193,5","947,12K","-1,08%"
"01.11.2021","7.293,0","7.265,0","7.327,5","7.242,0","595,25K","0,28%"
"29.10.2021","7.272,5","7.260,0","7.315,0","7.118,0","1,31M","-0,22%"
"28.10.2021","7.288,5","7.286,0","7.320,0","7.190,0","1,38M","-0,48%"
"27.10.2021","7.323,5","7.405,0","7.486,5","7.322,0","747,02K","-1,57%"
"26.10.2021","7.440,5","7.449,0","7.525,0","7.381,0","1,14M","-0,01%"
"25.10.2021","7.441,5","7.239,0","7.483,0","7.215,0","1,35M","3,35%"
"22.10.2021","7.200,0","7.213,0","7.314,5","7.172,0","818,28K","-0,44%"
"21.10.2021","7.232,0","7.400,0","7.429,0","7.202,5","930,44K","-2,78%"
"20.10.2021","7.439,0","7.363,0","7.460,0","7.320,0","855,93K","0,90%"
"19.10.2021","7.373,0","7.336,0","7.373,0","7.240,5","761,34K","0,74%"
"18.10.2021","7.319,0","7.320,0","7.364,0","7.271,5","712,41K","0,17%"
"15.10.2021","7.306,5","7.252,0","7.318,0","7.195,0","951,70K","1,27%"
"14.10.2021","7.215,0","7.285,5","7.319,0","7.172,0","805,59K","-0,51%"
"13.10.2021","7.252,0","7.333,0","7.333,5","7.070,5","1,26M","-0,74%"
"12.10.2021","7.306,0","7.210,0","7.332,0","7.192,0","818,74K","0,58%"
"11.10.2021","7.264,0","7.299,5","7.320,0","7.253,0","741,97K","0,61%"
"08.10.2021","7.220,0","7.205,0","7.279,0","7.170,5","923,16K","0,77%"
"07.10.2021","7.165,0","7.132,0","7.189,5","6.984,5","1,28M","0,97%"
"06.10.2021","7.096,0","7.410,0","7.417,0","7.030,0","1,55M","-3,41%"
"05.10.2021","7.346,5","7.160,0","7.417,0","7.123,0","1,67M","2,97%"
"04.10.2021","7.134,5","7.000,0","7.160,5","6.940,5","1,57M","2,10%"
"01.10.2021","6.987,5","6.866,0","6.990,0","6.835,0","698,38K","1,22%"
"30.09.2021","6.903,5","7.010,0","7.039,0","6.850,5","1,43M","-1,27%"
"29.09.2021","6.992,0","6.929,0","7.030,0","6.900,5","1,06M","0,34%"
"28.09.2021","6.968,0","7.015,0","7.141,5","6.964,0","1,47M","-0,26%"
"27.09.2021","6.986,0","6.900,0","7.003,0","6.871,0","1,41M","2,36%"
"24.09.2021","6.825,0","6.800,0","6.859,5","6.740,5","825,32K","0,35%"
"23.09.2021","6.801,0","6.750,0","6.801,0","6.707,0","968,05K","1,48%"
"22.09.2021","6.702,0","6.652,5","6.721,5","6.622,0","669,17K","1,47%"
"21.09.2021","6.605,0","6.579,0","6.660,0","6.557,0","918,00K","0,82%"
"20.09.2021","6.551,0","6.540,0","6.596,5","6.494,0","869,59K","-0,75%"
"17.09.2021","6.600,5","6.670,5","6.673,0","6.565,0","1,33M","-0,95%"
"16.09.2021","6.664,0","6.693,0","6.800,0","6.565,0","1,76M","-0,90%"
"15.09.2021","6.724,5","6.600,0","6.767,0","6.583,5","1,49M","2,35%"
"14.09.2021","6.570,0","6.441,0","6.600,0","6.428,5","1,83M","2,33%"
"13.09.2021","6.420,5","6.321,0","6.423,5","6.308,0","806,70K","1,91%"
"10.09.2021","6.300,0","6.300,0","6.339,0","6.272,0","749,57K","0,49%"
"09.09.2021","6.269,5","6.330,0","6.354,5","6.261,0","828,09K","-1,14%"
"08.09.2021","6.341,5","6.282,0","6.354,0","6.246,5","1,08M","0,98%"
"07.09.2021","6.280,0","6.335,0","6.338,5","6.268,5","791,77K","-0,71%"
"06.09.2021","6.325,0","6.327,0","6.372,0","6.314,5","561,61K","-0,08%"
"03.09.2021","6.330,0","6.364,0","6.366,0","6.301,0","653,65K","-0,32%"
"02.09.2021","6.350,5","6.330,0","6.408,0","6.278,5","1,13M","0,26%"
"01.09.2021","6.334,0","6.300,0","6.351,0","6.264,0","1,11M","0,80%"
"31.08.2021","6.283,5","6.438,0","6.449,0","6.221,0","2,06M","-2,41%"
"30.08.2021","6.439,0","6.445,0","6.471,5","6.403,5","504,82K","0,15%"
"27.08.2021","6.429,5","6.373,0","6.443,0","6.325,5","770,49K","1,36%"
"26.08.2021","6.343,5","6.420,0","6.430,0","6.308,0","610,56K","-1,36%"
"25.08.2021","6.431,0","6.462,0","6.483,0","6.420,5","407,06K","-0,88%"
"24.08.2021","6.488,0","6.500,0","6.521,5","6.408,0","634,45K","0,19%"
"23.08.2021","6.475,5","6.394,0","6.489,0","6.371,0","752,25K","2,15%"
"20.08.2021","6.339,5","6.315,0","6.348,0","6.262,5","561,42K","0,12%"
"19.08.2021","6.332,0","6.401,0","6.424,5","6.255,0","1,24M","-1,75%"
"18.08.2021","6.445,0","6.605,0","6.615,0","6.444,5","757,48K","-1,87%"
"17.08.2021","6.567,5","6.475,0","6.615,0","6.441,5","1,15M","1,11%"
"16.08.2021","6.495,5","6.400,0","6.503,0","6.369,5","622,02K","1,03%"
"13.08.2021","6.429,5","6.490,0","6.512,0","6.406,0","572,57K","-1,15%"
"12.08.2021","6.504,5","6.450,0","6.530,0","6.431,5","621,42K","0,84%"
"11.08.2021","6.450,0","6.438,0","6.487,5","6.400,0","918,50K","0,41%"
"10.08.2021","6.423,5","6.324,5","6.427,5","6.322,0","997,68K","2,12%"
"09.08.2021","6.290,0","6.198,0","6.310,0","6.110,5","790,81K","0,87%"
"06.08.2021","6.236,0","6.319,0","6.328,5","6.227,0","727,81K","-1,20%"
"05.08.2021","6.312,0","6.215,0","6.312,0","6.211,5","578,50K","1,23%"
"04.08.2021","6.235,0","6.310,0","6.333,5","6.226,0","755,59K","-0,98%"
"03.08.2021","6.297,0","6.302,0","6.330,0","6.205,5","999,61K","-0,17%"
"02.08.2021","6.308,0","6.308,5","6.380,0","6.260,0","893,45K","0,14%"
"30.07.2021","6.299,0","6.395,0","6.402,0","6.266,5","1,13M","-1,82%"
"29.07.2021","6.416,0","6.445,0","6.455,5","6.382,5","675,05K","0,02%"
"28.07.2021","6.415,0","6.346,0","6.427,0","6.342,0","687,71K","1,30%"
"27.07.2021","6.332,5","6.375,0","6.401,5","6.292,0","648,66K","-1,13%"
"26.07.2021","6.405,0","6.371,0","6.408,0","6.315,0","646,24K","-0,44%"
"23.07.2021","6.433,5","6.467,5","6.477,5","6.380,5","737,09K","-0,35%"
"22.07.2021","6.456,0","6.401,5","6.467,0","6.330,5","866,93K","0,99%"
"21.07.2021","6.393,0","6.291,0","6.408,5","6.265,5","910,01K","1,36%"
"20.07.2021","6.307,5","6.270,0","6.330,0","6.205,0","1,05M","1,28%"
"19.07.2021","6.228,0","6.303,5","6.339,0","6.213,5","927,95K","-2,11%"
"16.07.2021","6.362,0","6.397,0","6.479,5","6.327,5","783,18K","-1,07%"
"15.07.2021","6.430,5","6.550,0","6.552,0","6.403,0","974,16K","-2,06%"
"14.07.2021","6.566,0","6.631,0","6.750,0","6.562,0","1,14M","-1,07%"
"13.07.2021","6.637,0","6.625,0","6.646,0","6.580,0","650,20K","0,39%"
"12.07.2021","6.611,0","6.650,0","6.650,0","6.573,0","539,90K","-0,66%"
"09.07.2021","6.655,0","6.668,0","6.717,0","6.618,0","844,39K","-0,43%"
"08.07.2021","6.684,0","6.740,0","6.750,0","6.597,0","1,03M","-1,45%"
"07.07.2021","6.782,0","6.825,0","6.904,5","6.732,5","935,13K","-0,69%"
"06.07.2021","6.829,0","6.870,0","6.939,0","6.824,0","1,54M","-0,23%"
"05.07.2021","6.845,0","6.878,0","6.878,0","6.767,0","387,18K","-0,06%"
"02.07.2021","6.849,0","6.827,0","6.920,0","6.810,5","999,68K","-2,30%"
"01.07.2021","7.010,0","6.770,0","7.013,0","6.762,0","1,49M","3,66%"
"30.06.2021","6.762,5","6.686,0","6.804,5","6.617,0","1,15M","1,16%"
"29.06.2021","6.685,0","6.730,5","6.749,0","6.642,5","1,29M","-1,09%"
"28.06.2021","6.759,0","6.810,0","6.867,0","6.744,0","805,12K","-0,75%"
"25.06.2021","6.810,0","6.712,0","6.813,0","6.710,5","882,07K","1,26%"
"24.06.2021","6.725,0","6.632,5","6.759,0","6.620,0","1,48M","1,39%"
"23.06.2021","6.633,0","6.733,0","6.741,5","6.621,0","1,06M","-1,23%"
"22.06.2021","6.715,5","6.737,5","6.769,0","6.663,0","1,07M","0,28%"
"21.06.2021","6.697,0","6.645,0","6.700,0","6.603,0","687,14K","0,66%"
"18.06.2021","6.653,0","6.640,0","6.710,0","6.606,0","1,87M","-0,25%"
"17.06.2021","6.669,5","6.570,0","6.746,0","6.560,5","1,68M","1,18%"
"16.06.2021","6.591,5","6.524,0","6.637,5","6.522,5","1,18M","1,34%"
"15.06.2021","6.504,5","6.530,0","6.530,0","6.431,0","828,00K","-0,16%"
"14.06.2021","6.515,0","6.528,0","6.547,5","6.447,0","581,60K","-0,05%"
"11.06.2021","6.518,5","6.570,0","6.607,5","6.488,0","578,71K","-0,78%"
"10.06.2021","6.570,0","6.575,5","6.660,5","6.548,0","1,09M","-0,26%"
"09.06.2021","6.587,0","6.525,0","6.595,5","6.487,0","942,96K","1,27%"
"08.06.2021","6.504,5","6.530,0","6.564,5","6.400,0","1,37M","-0,77%"
"07.06.2021","6.555,0","6.489,5","6.590,0","6.460,0","919,19K","0,68%"
"04.06.2021","6.511,0","6.472,0","6.570,0","6.442,0","1,52M","0,56%"
"03.06.2021","6.474,5","6.460,0","6.499,0","6.327,0","1,96M","0,72%"
"02.06.2021","6.428,0","6.222,0","6.430,0","6.215,0","2,24M","3,51%"
"01.06.2021","6.210,0","6.021,0","6.223,0","6.017,0","2,08M","3,62%"
"31.05.2021","5.993,0","5.957,0","6.010,5","5.951,0","393,17K","0,64%"
"28.05.2021","5.955,0","6.012,0","6.030,0","5.936,0","734,31K","-0,62%"
"27.05.2021","5.992,0","6.000,0","6.012,0","5.915,0","1,61M","-0,41%"
"26.05.2021","6.016,5","5.923,0","6.019,5","5.918,0","1,17M","1,75%"
"25.05.2021","5.913,0","5.835,0","5.975,5","5.823,0","1,09M","1,63%"
"24.05.2021","5.818,0","5.831,5","5.859,5","5.774,0","572,35K","0,30%"
"21.05.2021","5.800,5","5.719,0","5.852,0","5.697,0","1,12M","1,57%"
"20.05.2021","5.711,0","5.855,0","5.863,5","5.681,0","1,35M","-2,58%"
"19.05.2021","5.862,5","5.969,0","5.978,0","5.767,5","1,73M","-2,19%"
"18.05.2021","5.994,0","6.000,0","6.043,0","5.962,5","1,81M","0,30%"
"17.05.2021","5.976,0","6.020,0","6.026,0","5.868,5","1,72M","-1,22%"
"14.05.2021","6.050,0","6.052,5","6.077,0","6.002,0","506,01K","0,17%"
"13.05.2021","6.040,0","6.100,0","6.127,0","5.999,5","1,17M","-1,29%"
"12.05.2021","6.119,0","6.028,0","6.205,0","6.003,5","1,43M","1,63%"
"11.05.2021","6.021,0","6.093,5","6.093,5","5.948,0","1,25M","-1,59%"
"10.05.2021","6.118,0","6.097,0","6.203,0","6.093,0","1,04M","0,49%"
"07.05.2021","6.088,0","6.104,0","6.122,5","6.042,5","726,51K","0,02%"
"06.05.2021","6.087,0","6.122,0","6.185,0","6.061,0","1,02M","-0,57%"
"05.05.2021","6.122,0","6.010,0","6.156,0","5.985,5","1,34M","2,19%"
"04.05.2021","5.991,0","5.824,0","5.999,0","5.815,0","1,37M","3,20%"
"30.04.2021","5.805,0","5.917,5","5.945,0","5.760,0","1,38M","-2,04%"
"29.04.2021","5.926,0","5.931,0","5.945,0","5.875,0","1,02M","0,42%"
"28.04.2021","5.901,0","5.906,0","5.945,0","5.844,0","891,58K","-0,04%"
"27.04.2021","5.903,5","5.917,0","5.966,5","5.870,5","763,49K","-0,26%"
"26.04.2021","5.919,0","5.952,0","5.971,0","5.892,5","841,03K","-0,52%"
"23.04.2021","5.950,0","6.020,0","6.027,5","5.931,0","855,97K","-0,82%"
"22.04.2021","5.999,0","5.945,0","6.057,0","5.886,5","1,31M","0,89%"
"21.04.2021","5.946,0","5.882,0","5.966,5","5.876,5","850,75K","0,83%"
"20.04.2021","5.897,0","6.021,5","6.061,0","5.840,0","1,45M","-1,83%"
"19.04.2021","6.007,0","6.059,0","6.087,0","5.986,0","555,68K","-0,97%"
"16.04.2021","6.066,0","6.089,0","6.104,0","6.025,0","761,54K","0,19%"
"15.04.2021","6.054,5","6.088,5","6.118,5","6.017,0","1,19M","-1,30%"
"14.04.2021","6.134,0","6.080,0","6.168,5","5.975,0","1,34M","1,48%"
"13.04.2021","6.044,5","6.003,5","6.055,0","5.946,5","752,39K","0,41%"
"12.04.2021","6.020,0","5.900,0","6.037,0","5.886,5","1,27M","1,47%"
"09.04.2021","5.933,0","6.001,0","6.006,0","5.867,0","1,15M","-1,26%"
"08.04.2021","6.008,5","5.990,0","6.068,0","5.945,0","768,59K","0,51%"
"07.04.2021","5.978,0","5.893,5","6.001,0","5.842,0","1,42M","1,48%"
"06.04.2021","5.891,0","6.008,0","6.024,0","5.871,5","1,17M","-1,66%"
"05.04.2021","5.990,5","6.095,0","6.095,0","5.951,0","856,54K","-1,93%"
"02.04.2021","6.108,5","6.120,5","6.137,0","6.076,5","236,12K","-0,06%"
"01.04.2021","6.112,0","6.152,5","6.189,0","6.015,0","1,14M","0,01%"
"31.03.2021","6.111,5","6.172,5","6.188,0","6.097,5","833,98K","-0,71%"
"30.03.2021","6.155,0","6.268,0","6.316,5","6.125,5","945,19K","-1,64%"
"29.03.2021","6.257,5","6.233,0","6.278,0","6.174,0","818,55K","-0,41%"
"26.03.2021","6.283,0","6.200,0","6.289,0","6.194,0","1,20M","1,63%"
"25.03.2021","6.182,0","6.155,0","6.195,5","6.056,0","1,16M","0,32%"
"24.03.2021","6.162,5","5.999,5","6.231,0","5.976,0","1,53M","3,38%"
"23.03.2021","5.961,0","6.088,0","6.098,0","5.951,0","1,73M","-2,57%"
"22.03.2021","6.118,0","6.063,0","6.167,0","5.980,0","1,22M","0,66%"
"19.03.2021","6.078,0","6.073,0","6.149,0","5.960,0","2,91M","-0,08%"
"18.03.2021","6.083,0","6.369,0","6.373,5","6.059,0","2,14M","-4,40%"
"17.03.2021","6.363,0","6.450,0","6.475,0","6.294,0","1,61M","-1,27%"
"16.03.2021","6.445,0","6.451,0","6.470,5","6.314,0","1,91M","-0,42%"
"15.03.2021","6.472,5","6.381,0","6.480,0","6.360,0","1,70M","1,83%"
"12.03.2021","6.356,0","6.310,5","6.377,0","6.267,0","950,68K","0,27%"
"11.03.2021","6.339,0","6.150,0","6.339,0","6.109,5","1,53M","3,45%"
"10.03.2021","6.127,5","6.276,0","6.300,5","6.084,0","1,64M","-2,82%"
"09.03.2021","6.305,0","6.200,0","6.405,0","6.167,0","1,98M","1,11%"
"05.03.2021","6.236,0","5.852,0","6.245,0","5.852,0","3,84M","7,41%"
"04.03.2021","5.806,0","5.719,0","5.955,0","5.690,0","1,94M","1,84%"
"03.03.2021","5.701,0","5.682,0","5.747,5","5.631,5","889,04K","0,93%"
"02.03.2021","5.648,5","5.610,0","5.676,0","5.592,0","771,44K","0,26%"
"01.03.2021","5.634,0","5.623,0","5.660,0","5.590,5","1,04M","1,05%"
"26.02.2021","5.575,5","5.707,0","5.794,5","5.545,0","2,51M","-2,87%"
"25.02.2021","5.740,5","5.804,5","5.888,0","5.731,0","1,65M","-0,83%"
"24.02.2021","5.788,5","5.751,0","5.791,0","5.676,5","1,14M","0,04%"
"22.02.2021","5.786,0","5.650,5","5.797,0","5.592,0","1,19M","2,72%"
"20.02.2021","5.633,0","5.657,0","5.659,0","5.602,5","123,12K","-0,41%"
"19.02.2021","5.656,0","5.576,0","5.697,0","5.561,0","1,24M","0,73%"
"18.02.2021","5.615,0","5.761,0","5.784,0","5.588,5","1,26M","-2,66%"
"17.02.2021","5.768,5","5.865,0","5.876,5","5.682,0","1,29M","-1,70%"
"16.02.2021","5.868,5","5.918,0","5.930,0","5.805,5","933,84K","-0,69%"
"15.02.2021","5.909,5","5.820,0","5.910,0","5.772,0","1,14M","2,67%"
"12.02.2021","5.756,0","5.624,5","5.756,5","5.501,0","1,27M","2,03%"
"11.02.2021","5.641,5","5.581,0","5.690,0","5.546,0","706,00K","0,84%"
"10.02.2021","5.594,5","5.699,5","5.712,5","5.560,0","1,34M","-1,76%"
"09.02.2021","5.695,0","5.780,5","5.796,0","5.654,0","1,05M","-1,09%"
"08.02.2021","5.758,0","5.750,0","5.797,5","5.698,0","963,99K","0,75%"
"05.02.2021","5.715,0","5.742,0","5.770,5","5.644,0","1,13M","0,27%"
"04.02.2021","5.699,5","5.565,0","5.728,5","5.529,0","2,27M","2,60%"
"03.02.2021","5.555,0","5.554,0","5.642,0","5.491,5","1,80M","0,71%"
"02.02.2021","5.516,0","5.427,5","5.577,0","5.407,5","2,45M","2,03%"
"01.02.2021","5.406,0","5.420,0","5.426,0","5.296,5","2,11M","0,54%"
"29.01.2021","5.377,0","5.552,0","5.561,5","5.365,5","2,02M","-3,55%"
"28.01.2021","5.575,0","5.467,0","5.617,0","5.442,5","1,69M","1,37%"
"27.01.2021","5.499,5","5.619,5","5.631,0","5.484,0","1,73M","-1,72%"
"26.01.2021","5.595,5","5.681,0","5.703,5","5.553,0","1,62M","-2,21%"
"25.01.2021","5.722,0","5.755,0","5.797,5","5.675,0","1,32M","-0,32%"
"22.01.2021","5.740,5","5.701,0","5.787,0","5.626,0","1,64M","-0,53%"
"21.01.2021","5.771,0","5.884,5","5.921,5","5.710,0","1,83M","-1,59%"
"20.01.2021","5.864,0","5.907,0","5.962,0","5.843,0","966,47K","-0,48%"
"19.01.2021","5.892,0","5.913,0","5.968,0","5.854,0","1,24M","0,32%"
"18.01.2021","5.873,0","5.865,0","5.902,0","5.802,5","1,31M","-0,26%"
"15.01.2021","5.888,5","5.882,5","5.995,0","5.852,0","1,92M","-0,82%"
"14.01.2021","5.937,0","5.750,0","5.957,5","5.715,0","2,11M","3,16%"
"13.01.2021","5.755,0","5.750,0","5.827,0","5.706,0","2,05M","0,59%"
"12.01.2021","5.721,0","5.616,0","5.724,5","5.615,0","1,75M","2,18%"
"11.01.2021","5.599,0","5.510,0","5.639,0","5.451,0","2,05M","0,76%"
"08.01.2021","5.556,5","5.450,0","5.557,5","5.425,0","2,07M","3,35%"
"06.01.2021","5.376,5","5.375,0","5.401,0","5.304,0","1,39M","0,34%"
"05.01.2021","5.358,5","5.214,5","5.359,0","5.180,0","1,18M","2,80%"
"04.01.2021","5.212,5","5.238,5","5.274,5","5.186,5","778,34K","0,83%"
"30.12.2020","5.169,5","5.149,5","5.204,0","5.146,0","790,05K","0,52%"
"29.12.2020","5.143,0","5.115,5","5.170,0","5.114,0","661,21K","0,81%"
"28.12.2020","5.101,5","5.114,0","5.175,5","5.101,0","688,23K","-0,09%"
"25.12.2020","5.106,0","5.114,5","5.114,5","5.087,5","134,72K","0,01%"
"24.12.2020","5.105,5","5.128,5","5.148,0","5.082,5","434,56K","-0,03%"
"23.12.2020","5.107,0","5.070,0","5.130,0","5.047,5","659,20K","0,67%"
"22.12.2020","5.073,0","5.040,5","5.138,0","5.040,5","1,16M","-0,44%"
"21.12.2020","5.095,5","5.061,5","5.115,0","4.938,5","2,46M","-0,87%"
"18.12.2020","5.140,0","5.173,0","5.176,5","5.075,0","2,73M","-0,93%"
"17.12.2020","5.188,0","5.180,0","5.244,5","5.104,0","2,02M","0,27%"
"16.12.2020","5.174,0","5.299,5","5.307,0","5.105,0","2,29M","-2,33%"
"15.12.2020","5.297,5","5.306,5","5.399,5","5.220,0","1,49M","-0,52%"
"14.12.2020","5.325,0","5.420,0","5.494,0","5.262,0","2,11M","-1,02%"
"11.12.2020","5.380,0","5.298,5","5.420,0","5.275,0","2,28M","1,76%"
"10.12.2020","5.287,0","5.006,5","5.338,0","5.005,5","2,58M","5,26%"
"09.12.2020","5.023,0","5.004,0","5.128,0","4.980,0","1,55M","0,58%"
"08.12.2020","4.994,0","5.015,5","5.059,0","4.953,0","1,27M","-0,90%"
"07.12.2020","5.039,5","5.103,5","5.143,0","5.035,5","1,19M","-1,61%"
"04.12.2020","5.122,0","5.122,0","5.195,0","5.090,5","1,51M","1,37%"
"03.12.2020","5.053,0","5.172,0","5.184,5","4.988,0","2,01M","-2,21%"
"02.12.2020","5.167,0","5.034,0","5.199,0","5.024,0","1,54M","2,14%"
"01.12.2020","5.058,5","5.072,0","5.121,0","5.022,0","1,51M","-0,09%"
"30.11.2020","5.063,0","5.200,0","5.250,0","4.982,0","3,72M","-3,75%"
"27.11.2020","5.260,0","5.230,0","5.269,5","5.164,5","1,65M","0,32%"
"26.11.2020","5.243,0","5.396,0","5.400,0","5.236,0","1,83M","-2,77%"
"25.11.2020","5.392,5","5.192,0","5.395,0","5.141,5","3,14M","4,11%"
"24.11.2020","5.179,5","5.056,0","5.179,5","5.050,0","2,12M","3,04%"
"23.11.2020","5.026,5","4.962,0","5.046,5","4.945,5","1,81M","1,58%"
"20.11.2020","4.948,5","4.915,0","4.952,0","4.877,5","767,36K","0,66%"
"19.11.2020","4.916,0","4.880,0","4.937,0","4.850,0","1,21M","0,53%"
"18.11.2020","4.890,0","4.841,0","4.972,0","4.818,0","1,37M","0,53%"
"17.11.2020","4.864,0","4.943,0","4.954,0","4.796,5","1,51M","-1,39%"
"16.11.2020","4.932,5","4.901,0","4.949,5","4.861,0","1,40M","1,10%"
"13.11.2020","4.879,0","4.830,0","4.900,0","4.795,0","947,19K","0,54%"
"12.11.2020","4.853,0","4.900,0","4.939,5","4.821,5","1,87M","-1,86%"
"11.11.2020","4.945,0","4.920,5","4.996,0","4.916,5","2,67M","1,24%"
"10.11.2020","4.884,5","4.750,0","4.950,0","4.702,0","3,27M","2,72%"
"09.11.2020","4.755,0","4.455,0","4.820,0","4.420,0","4,57M","8,17%"
"06.11.2020","4.396,0","4.306,0","4.418,5","4.272,0","1,37M","1,72%"
"05.11.2020","4.321,5","4.300,5","4.379,0","4.279,5","1,40M","1,63%"
"03.11.2020","4.252,0","4.160,0","4.269,5","4.160,0","1,53M","2,16%"
"02.11.2020","4.162,0","4.020,0","4.165,0","3.992,0","1,70M","2,77%"
"30.10.2020","4.050,0","4.001,0","4.089,0","3.970,0","1,23M","-0,18%"
"29.10.2020","4.057,5","4.035,5","4.080,0","3.996,0","1,38M","1,12%"
"28.10.2020","4.012,5","4.095,0","4.109,5","3.961,0","2,01M","-2,69%"
"27.10.2020","4.123,5","4.235,0","4.249,5","4.111,0","1,24M","-2,36%"
"26.10.2020","4.223,0","4.289,5","4.301,5","4.205,0","884,88K","-2,36%"
"23.10.2020","4.325,0","4.305,0","4.374,5","4.287,5","1,00M","0,41%"
"22.10.2020","4.307,5","4.190,0","4.318,0","4.182,0","1,09M","2,28%"
"21.10.2020","4.211,5","4.297,0","4.297,0","4.202,0","875,04K","-1,37%"
"20.10.2020","4.270,0","4.185,0","4.289,0","4.164,0","951,57K","1,81%"
"19.10.2020","4.194,0","4.280,0","4.296,0","4.171,0","824,38K","-1,39%"
"16.10.2020","4.253,0","4.260,0","4.301,0","4.200,5","1,48M","-0,42%"
"15.10.2020","4.271,0","4.352,0","4.362,5","4.231,0","1,45M","-2,14%"
"14.10.2020","4.364,5","4.371,5","4.385,5","4.326,0","932,16K","-0,23%"
"13.10.2020","4.374,5","4.440,0","4.473,0","4.364,0","798,78K","-1,59%"
"12.10.2020","4.445,0","4.444,0","4.493,5","4.428,0","612,37K","-0,15%"
"09.10.2020","4.451,5","4.510,0","4.510,5","4.411,0","853,41K","-1,03%"
"08.10.2020","4.498,0","4.481,5","4.503,0","4.431,0","954,79K","0,54%"
"07.10.2020","4.474,0","4.504,0","4.527,0","4.398,5","1,17M","-1,01%"
"06.10.2020","4.519,5","4.492,0","4.563,5","4.486,5","1,16M","0,90%"
"05.10.2020","4.479,0","4.405,5","4.487,0","4.363,5","1,23M","2,28%"
"02.10.2020","4.379,0","4.376,5","4.382,5","4.313,0","1,22M","-0,67%"
"01.10.2020","4.408,5","4.489,0","4.506,5","4.390,5","1,03M","-1,38%"
"30.09.2020","4.470,0","4.487,0","4.520,5","4.457,0","1,02M","-0,85%"
"29.09.2020","4.508,5","4.629,0","4.644,5","4.484,0","1,60M","-2,56%"
"28.09.2020","4.627,0","4.574,5","4.634,5","4.552,0","1,05M","1,47%"
"25.09.2020","4.560,0","4.578,5","4.600,5","4.478,0","1,16M","-0,07%"
"24.09.2020","4.563,0","4.459,5","4.584,5","4.410,0","1,63M","2,40%"
"23.09.2020","4.456,0","4.525,0","4.542,0","4.443,5","1,34M","-1,61%"
"22.09.2020","4.529,0","4.504,0","4.560,0","4.458,0","1,45M","0,40%"
"21.09.2020","4.511,0","4.664,0","4.665,0","4.462,0","2,31M","-3,55%"
"18.09.2020","4.677,0","4.805,0","4.815,5","4.655,0","2,92M","-2,43%"
"17.09.2020","4.793,5","4.813,5","4.821,0","4.750,5","1,54M","-1,44%"
"16.09.2020","4.863,5","4.893,0","4.929,5","4.821,5","1,35M","-0,26%"
"15.09.2020","4.876,0","4.755,0","4.884,0","4.735,0","1,50M","2,60%"
"14.09.2020","4.752,5","4.749,5","4.804,5","4.733,0","946,47K","0,57%"
