text_id	link	title	date	author	type	filename
456	https://panorama.pub/2519-vatikan-pronumeruet-vseh-katolicheskih-svyashhennikov.html	Ватикан пронумерует всех католических священников	2018-03-30	Виталий Манн	news	D:\Panorama\texts\456.txt
457	https://panorama.pub/2514-tereza-mej-predlozhila-arestovat-rossijskie-podlodki.html	Тереза Мэй предложила арестовать российские подлодки	2018-03-30	Виталий Манн	news	D:\Panorama\texts\457.txt
458	https://panorama.pub/2508-rojzman-o-zakrytii-genkonsulstva.html	&quot;О закрытии генконсульства США в Екатеринбурге не может быть и речи&quot;: Ройзман дал США личные гарантии	2018-03-30	Борис Гонтермахер	news	D:\Panorama\texts\458.txt
459	https://panorama.pub/2502-eto-vam-za-mannergejma-rossiyan-otkazalis-obsluzhit-v-finskom-supermarkete.html	&quot;Это вам за Маннергейма&quot;! Россиян отказались обслужить в финском супермаркете	2018-03-30	Виталий Манн	news	D:\Panorama\texts\459.txt
460	https://panorama.pub/2495-germaniya-vyrazila-protest-iz-za-provedeniya-aviatsionnyh-uchenij-v-kaliningrade.html	Германия выразила протест из-за проведения авиационных учений в Калининграде	2018-03-30	Виталий Манн	news	D:\Panorama\texts\460.txt
461	https://panorama.pub/2487-chelyabinets-v-znak-protesta-protiv-britanskih-sanktsij-razbil-kuvaldoj-range-rover-soseda.html	Челябинец в знак протеста против британских санкций разбил кувалдой Range Rover соседа	2018-03-29	Виталий Манн	news	D:\Panorama\texts\461.txt
462	https://panorama.pub/2480-gosdepartament-vse-novye-rossijskie-diplomaty.html	Госдепартамент: все новые российские дипломаты, прибывающие в США, будут проходить ректальный досмотр	2018-03-29	Борис Гонтермахер	news	D:\Panorama\texts\462.txt
463	https://panorama.pub/2474-pivo-baltika-pobedilo-na-mezhdunarodnom-konkurse-antifrizov.html	Пиво &quot;Балтика&quot; победило на международном конкурсе антифризов	2018-03-29	Виталий Манн	news	D:\Panorama\texts\463.txt
464	https://panorama.pub/2471-britanskie-studenty-budut-uchit-istoriyu-po-komiksam.html	Британские студенты будут учить историю по комиксам	2018-03-29	Виталий Манн	news	D:\Panorama\texts\464.txt
465	https://panorama.pub/2468-na-altae-sozhgut-10-gektarov-lesa-dlya-trenirovok-mchs.html	На Алтае сожгут 10 гектаров леса для тренировок МЧС	2018-03-29	Виталий Манн	news	D:\Panorama\texts\465.txt
466	https://panorama.pub/2462-v-gruzii-snizyat-zarplaty-chtoby-grazhdane-ne-ubegali-v-es.html	В Грузии снизят зарплаты чтобы граждане не убегали в ЕС	2018-03-29	Виталий Манн	news	D:\Panorama\texts\466.txt
467	https://panorama.pub/2456-v-dagestane-postroyat-pervuyu-v-strane-pravoslavnuyu-mechet.html	В Дагестане построят первую в России православную мечеть	2018-03-28	Виталий Манн	news	D:\Panorama\texts\467.txt
468	https://panorama.pub/2451-lyuksemburg-vyshlet-iz-strany-sobaku-rossijskogo-diplomata.html	Люксембург вышлет из страны собаку российского дипломата	2018-03-28	Виталий Манн	news	D:\Panorama\texts\468.txt
469	https://panorama.pub/2446-v-germanii-post-kantslera-pereimenuyut-v-generalnogo-sekretarya.html	В Германии пост канцлера переименуют в генерального секретаря	2018-03-28	Борис Гонтермахер	news	D:\Panorama\texts\469.txt
470	https://panorama.pub/2438-v-ssha-uvolyat-politsejskogo.html	В США с позором уволят полицейского с 37-летним стажем за обыск чернокожего	2018-03-28	Борис Гонтермахер	news	D:\Panorama\texts\470.txt
471	https://panorama.pub/2437-gogol-tsentr-priyutit-predstavitelej-lgbt-soobshhestv-vo-vremya-chempionata-mira-po-futbolu.html	&quot;Гоголь-центр&quot; приютит представителей ЛГБТ-сообществ во время чемпионата мира по футболу	2018-03-28	Виталий Манн	news	D:\Panorama\texts\471.txt
472	https://panorama.pub/2433-novym-vedushhim-pust-govoryat-stanet-leonid-yakubovich.html	Новым ведущим &quot;Пусть говорят&quot; станет Леонид Якубович	2018-03-27	Виталий Манн	news	D:\Panorama\texts\472.txt
473	https://panorama.pub/2429-v-arizone-nashli-tajnyj-komandnyj-punkt-upravleniya-trampom.html	В Аризоне нашли тайный командный пункт управления Трампом	2018-03-27	Виталий Манн	news	D:\Panorama\texts\473.txt
474	https://panorama.pub/2425-irlandskij-diplomat-prosit-vyslat-v-dublin-nedopituyu-butylku-viski-v-posolstve-v-moskve.html	Ирландский дипломат просит выслать в Дублин недопитую бутылку виски в посольстве в Москве	2018-03-27	Виталий Манн	news	D:\Panorama\texts\474.txt
475	https://panorama.pub/2421-tsentrobank-vypustit-yubilejnuyu-monetu-v-chest-egora-gajdara.html	Центробанк выпустит юбилейную монету в честь Егора Гайдара	2018-03-27	Виталий Манн	news	D:\Panorama\texts\475.txt
476	https://panorama.pub/2416-premer-ministr-korolevstva.html	Премьер-министр королевства Тонга отчитал российского посла из-за отравления Скрипаля	2018-03-26	Борис Гонтермахер	news	D:\Panorama\texts\476.txt
477	https://panorama.pub/2413-lihtenshtejn-vyshlet-0-7-rossijskih-diplomatov.html	Лихтенштейн вышлет 0,7 российских дипломатов	2018-03-26	Виталий Манн	news	D:\Panorama\texts\477.txt
478	https://panorama.pub/2407-v-londone-snesut-pamyatnik-gagarinu-dlya-proverki-na-shpionskie-gadzhety.html	В Лондоне снесут памятник Гагарину для проверки на шпионские гаджеты	2018-03-26	Виталий Манн	news	D:\Panorama\texts\478.txt
479	https://panorama.pub/2405-karles-puchdemon-poprosil-politicheskoe-ubezhishhe-v-abhazii.html	Карлес Пучдемон попросил политическое убежище в Абхазии	2018-03-26	Виталий Манн	news	D:\Panorama\texts\479.txt
480	https://panorama.pub/2401-geneticheskij-kod-sovetskogo-uchyonogo-lysenko-prodali-na-auktsione-sotheby-s.html	Генетический код советского учёного Лысенко продали на аукционе Sotheby&#039;s	2018-03-26	Виталий Манн	news	D:\Panorama\texts\480.txt
481	https://panorama.pub/2393-ozero-michigan-prodadut-kitajtsam.html	Озеро Мичиган продадут китайцам	2018-03-26	Виталий Манн	news	D:\Panorama\texts\481.txt
482	https://panorama.pub/2390-moskovskoe-metro-vypustit-spetsialnye-proezdnye-karty-dlya-poproshaek.html	Московское метро выпустит специальные проездные карты для попрошаек	2018-03-25	Борис Гонтермахер	news	D:\Panorama\texts\482.txt
483	https://panorama.pub/2384-v-ssha-pereimenuyut-gorod-iz-za-svyazej-s-rossiej.html	В США переименуют город из-за связей с Россией	2018-03-25	Виталий Манн	news	D:\Panorama\texts\483.txt
484	https://panorama.pub/2381-grazhdane-kndr-massovo-shlyut-gumanitarnuyu-pomoshh-v-rossiyu.html	Граждане КНДР массово шлют гуманитарную помощь в Россию	2018-03-25	Виталий Манн	news	D:\Panorama\texts\484.txt
485	https://panorama.pub/2377-rolls-royce-i-aston-martin-ogranichat-prodazhu-svoih-avto-rossijskim-millioneram.html	Rolls-Royce и Aston Martin ограничат продажу своих авто российским миллионерам	2018-03-25	Виталий Манн	news	D:\Panorama\texts\485.txt
486	https://panorama.pub/2373-v-estonii-prigovorili-k-chetyrem-godam-lisheniya-svobody-agenta-putina-za-repost.html	В Эстонии приговорили к четырем годам лишения свободы &quot;Агента Путина&quot; за репост	2018-03-24	Борис Гонтермахер	news	D:\Panorama\texts\486.txt
487	https://panorama.pub/2366-na-meste-snesyonnoj-v-ekaterinburge-postroyat-vtoruyu-ochered-eltsin-tsentra.html	На месте снесённой телебашни в Екатеринбурге построят вторую очередь &quot;Ельцин-центра&quot;	2018-03-24	Виталий Манн	news	D:\Panorama\texts\487.txt
488	https://panorama.pub/2361-zhurnalisty-life-ru-nashli-tajnye-usy-grudinina-v-shvejtsarii.html	Журналисты Life.ru нашли тайные усы Грудинина в Швейцарии	2018-03-24	Виталий Манн	news	D:\Panorama\texts\488.txt
489	https://panorama.pub/2357-v-kanadskuyu-armiyu-zovut-amerikanskih-transgenderov.html	В канадскую армию приглашают американских трансгендеров	2018-03-24	Виталий Манн	news	D:\Panorama\texts\489.txt
490	https://panorama.pub/2349-novyj-golosovoj-pomoshhnik-liya-ot-yandeks-zagovorit-golosom-ahedzhakovoj.html	Новый голосовой помощник &quot;Лия&quot; от Яндекса заговорит голосом Ахеджаковой	2018-03-24	Виталий Манн	news	D:\Panorama\texts\490.txt
491	https://panorama.pub/2345-omskij-smartfonostroitelnyj-zavod-nazovut-imenem-dmitriya-medvedeva.html	Омский смартфоностроительный завод назовут именем Дмитрия Медведева	2018-03-23	Виталий Манн	news	D:\Panorama\texts\491.txt
492	https://panorama.pub/2342-my-vse-umryom-v-kenii-uprazdnili-ministerstvo-zdravoohraneniya.html	&quot;Мы все умрём&quot;. В Кении упразднили министерство здравоохранения	2018-03-23	Виталий Манн	news	D:\Panorama\texts\492.txt
493	https://panorama.pub/2337-rossijskimi-elektrichkami-budut-pugat-nemetskih-detej.html	Российскими электричками будут пугать немецких детей	2018-03-23	Виталий Манн	news	D:\Panorama\texts\493.txt
494	https://panorama.pub/2325-dlya-osvobozhdeniya-amerikanskoj-submariny-iz-ledovogo-plena-privlekut-tadzhikov.html	Для освобождения американской субмарины из ледового плена привлекут таджиков	2018-03-22	Виталий Манн	news	D:\Panorama\texts\494.txt
495	https://panorama.pub/2320-v-gosdume-plakat.html	В Госдуме повесили плакат &quot;Свободу Надежде Савченко&quot;	2018-03-22	Борис Гонтермахер	news	D:\Panorama\texts\495.txt
496	https://panorama.pub/2317-amerikanskij-senator-obvinil-russkih-v-otravlenii-ego-kota.html	Американский сенатор обвинил русских в отравлении его кота	2018-03-22	Виталий Манн	news	D:\Panorama\texts\496.txt
497	https://panorama.pub/2312-britanskie-spetssluzhby-obratyatsya-k-ekstrasensam-za-pomoshhyu-v-dele-po-otravleniyu-skripalya.html	Британские спецслужбы обратятся к экстрасенсам за помощью в деле по отравлению Скрипаля	2018-03-22	Виталий Манн	news	D:\Panorama\texts\497.txt
498	https://panorama.pub/2262-chast-vnutrennih-rejsov-aeroflot-zamenit-sobachimi-upryazhkami.html	Часть внутренних рейсов &quot;Аэрофлот&quot; заменит собачьими упряжками	2018-03-21	Виталий Манн	news	D:\Panorama\texts\498.txt
499	https://panorama.pub/2299-facebook-budet-shtrafovat-polzovatelej-za-propagandu-putina.html	Facebook будет штрафовать пользователей за пропаганду Путина	2018-03-21	Виталий Манн	news	D:\Panorama\texts\499.txt
500	https://panorama.pub/2294-v-irlandii-poyavilis-v-prodazhe-detskoe-pivo-i-viski.html	В Ирландии появились в продаже детское пиво и виски	2018-03-21	Виталий Манн	news	D:\Panorama\texts\500.txt
501	https://panorama.pub/2291-kadyrov-poobeshhal-grudininu-pomoch-s-brityom-usov.html	Кадыров пообещал Грудинину помочь с бритьём усов	2018-03-21	Виталий Манн	news	D:\Panorama\texts\501.txt
502	https://panorama.pub/2282-ekspertiza-dnk-podtverdila-evrejskie-korni-stalina.html	Экспертиза ДНК подтвердила еврейские корни Сталина	2018-03-20	Виталий Манн	news	D:\Panorama\texts\502.txt
503	https://panorama.pub/2279-mid-moldavii-otchital-rossijskogo-posla-iz-za-otravleniya-skripalya.html	МИД Молдавии отчитал российского посла из-за отравления Скрипаля	2018-03-20	Борис Гонтермахер	news	D:\Panorama\texts\503.txt
504	https://panorama.pub/2275-espch-opravdal-vandala-iz-rossii-i-ostavil-za-reshyotkoj-vandala-iz-frantsii.html	ЕСПЧ оправдал вандала из России и оставил за решёткой вандала из Франции	2018-03-20	Виталий Манн	news	D:\Panorama\texts\504.txt
505	https://panorama.pub/2269-proezd-v-obshhestvennom-transporte-parizha-budet-besplatnym-dlya-migrantov.html	Проезд в общественном транспорте Парижа будет бесплатным для мигрантов	2018-03-20	Виталий Манн	news	D:\Panorama\texts\505.txt
506	https://panorama.pub/2264-makarevich-po-vozvrashheniyu-iz-ssha.html	&quot;Пусть запутинские дебилы утрутся&quot;: Макаревич по возвращению из США создаст в России оппозиционную партию &quot;Эта страна&quot;	2018-03-20	Борис Гонтермахер	news	D:\Panorama\texts\506.txt
507	https://panorama.pub/2259-prezident-kolumbii-poobeshhal-nazvat-imenem-putina-krupnejshuyu-plantatsiyu-koki-v-strane.html	Президент Колумбии пообещал назвать именем Путина крупнейшую плантацию коки в стране	2018-03-20	Виталий Манн	news	D:\Panorama\texts\507.txt
508	https://panorama.pub/2254-nazarbaev-predstavit-kazahstan-na-evrovidenii.html	Назарбаев представит Казахстан на &quot;Евровидении&quot;	2018-03-20	Виталий Манн	news	D:\Panorama\texts\508.txt
509	https://panorama.pub/2247-the-telegraph-poka-putin-prazdnuet.html	The Telegraph: пока Путин празднует победу, голодные россияне образуют километровые очереди за черствым хлебом	2018-03-19	Борис Гонтермахер	news	D:\Panorama\texts\509.txt
510	https://panorama.pub/2242-grudinina-isklyuchat-iz-bavarskogo-soyuza-zemlyanichnikov-esli-on-sbreet-usy.html	Грудинина исключат из Баварского союза земляничников, если он сбреет усы	2018-03-19	Виталий Манн	news	D:\Panorama\texts\510.txt
511	https://panorama.pub/2237-rossiya-budet-lobbirovat-provedenie-zimnej-olimpiady-v-kurshevele.html	Россия будет лоббировать проведение зимней Олимпиады в Куршевеле	2018-03-19	Виталий Манн	news	D:\Panorama\texts\511.txt
512	https://panorama.pub/2231-estonskie-natsionalisty-dumali-chto-vybory-prezidenta-rf-budut-cherez-2-goda.html	Эстонские националисты думали, что выборы президента РФ будут через 2 года	2018-03-19	Виталий Манн	news	D:\Panorama\texts\512.txt
513	https://panorama.pub/2227-abhaziya-vyjdet-na-rynok-kriptovalyut-s-mandarinami.html	Абхазия выйдет на рынок криптовалют с мандаринами	2018-03-18	Виталий Манн	news	D:\Panorama\texts\513.txt
514	https://panorama.pub/2211-mok-lishit-medalej-rossijskih-prizyorov-olimpiady-80.html	МОК лишит медалей российских призёров Олимпиады-80	2018-03-17	Виталий Манн	news	D:\Panorama\texts\514.txt
515	https://panorama.pub/2213-ministr-zdravoohraneniya-velikobritanii.html	Министр здравоохранения Великобритании пояснила &quot;патологическую агрессивность русских&quot; их плохой генетикой	2018-03-17	Борис Гонтермахер	news	D:\Panorama\texts\515.txt
516	https://panorama.pub/2206-v-barvihe-postroyat-tribunal-dlya-chinovnikov-za-80-mlrd-rublej.html	В Барвихе построят трибунал для чиновников за 80 млрд рублей	2018-03-17	Виталий Манн	news	D:\Panorama\texts\516.txt
517	https://panorama.pub/2200-v-estonii-oshtrafovali-chinovnika-za-pospeshnost.html	В Эстонии оштрафовали чиновника за поспешность	2018-03-17	Виталий Манн	news	D:\Panorama\texts\517.txt
518	https://panorama.pub/2194-merkel-izvinilas-za-russkij-mat-v-kuluarah-bundestaga.html	Меркель извинилась за русский мат в кулуарах Бундестага	2018-03-16	Виталий Манн	news	D:\Panorama\texts\518.txt
519	https://panorama.pub/2190-vkontakte-isklyuchit-iz-poiska-slovo-negr-i-vnesyot-ego-v-mat-filtr.html	ВКонтакте исключит из поиска слово &quot;негр&quot; и внесёт его в мат-фильтр	2018-03-16	Борис Гонтермахер	news	D:\Panorama\texts\519.txt
520	https://panorama.pub/2121-tsygane-pobedili-na-pervom-chempionate-rossii-po-nlp.html	Цыгане победили на первом чемпионате России по НЛП	2018-03-16	Виталий Манн	news	D:\Panorama\texts\520.txt
521	https://panorama.pub/2182-v-pereizdannom-v-berline-sbornike-skazok-bratev-grimm-russkie-travyat-belosnezhku-yadom.html	В переизданном в Берлине сборнике сказок братьев Гримм русские травят Белоснежку нервно-паралитическим газом	2018-03-16	Виталий Манн	news	D:\Panorama\texts\521.txt
522	https://panorama.pub/2177-ya-uedu-iz-londona-grigorij-leps-napishet-pesnyu-v-podderzhku-vyslannyh-rossijskih-diplomatov.html	&quot;Я уеду из Лондона&quot;. Григорий Лепс напишет песню в поддержку высланных российских дипломатов	2018-03-16	Виталий Манн	news	D:\Panorama\texts\522.txt
523	https://panorama.pub/2169-v-mgu-povesili-kartu-mira-bez-velikobritanii.html	В МГУ повесили карту мира без Великобритании	2018-03-15	Виталий Манн	news	D:\Panorama\texts\523.txt
524	https://panorama.pub/2168-mid-prigrozil-ssha.html	МИД пригрозил США разгромной критикой и осуждением в случае удара по Дамаску	2018-03-15	Борис Гонтермахер	news	D:\Panorama\texts\524.txt
525	https://panorama.pub/2164-v-kitae-sozdadut-ministerstvo-stalinskih-reform.html	В Китае создадут министерство сталинских реформ	2018-03-15	Виталий Манн	news	D:\Panorama\texts\525.txt
526	https://panorama.pub/2159-mid-velikobritanii-obratilsya-v-fifa-s-prosboj-razreshit-anglijskoj-sbornoj-igrat-na-chm-po-futbolu-v-protivogazah.html	МИД Великобритании обратился в ФИФА с просьбой разрешить английской сборной играть на ЧМ по футболу в противогазах	2018-03-15	Виталий Манн	news	D:\Panorama\texts\526.txt
527	https://panorama.pub/2139-vyslannye-iz-velikobritanii-rossijskie-diplomaty-proveli-aktsiyu-protesta-vozle-bukingema.html	Высланные из Великобритании российские дипломаты провели акцию протеста возле Букингемского дворца	2018-03-14	Виталий Манн	news	D:\Panorama\texts\527.txt
528	https://panorama.pub/2136-za-2017-god-82-usynovlennyh-malchikov-v-italii-popali-v-semi-odinokih-katolicheskih-svyashhennikov.html	За 2017 год 82% усыновленных мальчиков в Италии попали в семьи одиноких католических священников	2018-03-14	Борис Гонтермахер	news	D:\Panorama\texts\528.txt
529	https://panorama.pub/2130-rodchenkov-poyavilsya-na-tv.html	Родченков появился на американском ТВ в гриме Джокера и призвал &quot;сбросить на Москву &quot;Томагавки&quot;	2018-03-14	Борис Гонтермахер	news	D:\Panorama\texts\529.txt
530	https://panorama.pub/2125-vash-prezident-lzhet.html	&quot;Ваш президент лжет&quot;: посольство Великобритании разослало российским чиновникам листовки с призывом делиться секретной информацией	2018-03-13	Борис Гонтермахер	news	D:\Panorama\texts\530.txt
531	https://panorama.pub/578-mid-razreshit-v-ofitsialnyh-dokumentah-slovo-pindosy.html	МИД разрешит использовать в официальных документах слово &quot;пиндосы&quot; ради величия России	2018-03-13	Виталий Манн	news	D:\Panorama\texts\531.txt
532	https://panorama.pub/2105-grazhdan-latvii-budut-shtrafovat-za-russkoyazychnye-posty-v-facebook.html	Граждан Латвии будут штрафовать за русскоязычные посты в Facebook	2018-03-13	Виталий Манн	news	D:\Panorama\texts\532.txt
533	https://panorama.pub/2102-ministr-oborony-moldavii-pohvastalsya-rabotoj-na-rumynskuyu-razvedku.html	Министр обороны Молдавии похвастался работой на румынскую разведку	2018-03-13	Борис Гонтермахер	news	D:\Panorama\texts\533.txt
534	https://panorama.pub/2097-sasha-sotnik-obratilsya-v-posolstvo-velikobritanii-za-politicheskim-ubezhishhem.html	Саша Сотник обратился в посольство Великобритании за политическим убежищем	2018-03-13	Виталий Манн	news	D:\Panorama\texts\534.txt
535	https://panorama.pub/2092-rossijskih-balalaechnikov-arestovali-na-stsene-v-latvii-i-vydvorili-iz-strany.html	Российских балалаечников арестовали на сцене в Латвии и выдворили из страны	2018-03-12	Виталий Манн	news	D:\Panorama\texts\535.txt
536	https://panorama.pub/2085-mihail-efremov-pozhalovalsya-na-pyanyh-samarskih-zritelej.html	Михаил Ефремов пожаловался на пьяных самарских зрителей	2018-03-12	Виталий Манн	news	D:\Panorama\texts\536.txt
537	https://panorama.pub/2070-mer-habarovska-predlozhil-cheburechnuyu-dlya-peregovorov-liderov-ssha-i-kndr.html	Мэр Хабаровска предложил чебуречную для переговоров лидеров США и КНДР	2018-03-12	Виталий Манн	news	D:\Panorama\texts\537.txt
538	https://panorama.pub/1219-kazaki-nachali-demontirovat-sovetskuyu-atributiku-so-stantsij-rostovskogo-metro.html	Казаки начали демонтировать советскую атрибутику со станций ростовского метро	2018-03-12	Борис Гонтермахер	news	D:\Panorama\texts\538.txt
539	https://panorama.pub/2062-v-shvetsii-predlozhili-novyj-proekt-gosudarstvennogo-flaga-s-polumesyatsem-i-zvezdoj.html	В Швеции предложили новый проект государственного флага с полумесяцем и звездой	2018-03-11	Виталий Манн	news	D:\Panorama\texts\539.txt
540	https://panorama.pub/2054-monsanto-budet-snabzhat-rossiyu-gmo-semenami.html	Monsanto построит 10 заводов в Беларуси, чтобы снабжать Россию ГМО-семенами	2018-03-11	Борис Гонтермахер	news	D:\Panorama\texts\540.txt
541	https://panorama.pub/2049-britanskie-spetssluzhby-proveryat-vse-ptichi-ekskrementy-na-otravlyayushhie-veshhestva.html	Британские спецслужбы проверят все птичьи экскременты на отравляющие вещества	2018-03-11	Виталий Манн	news	D:\Panorama\texts\541.txt
542	https://panorama.pub/2046-stomahina-vydvinut-na-nobelevskuyu-premiyu.html	Призывавшего убивать русских публициста Стомахина выдвинут на Нобелевскую премию	2018-03-11	Борис Гонтермахер	news	D:\Panorama\texts\542.txt
543	https://panorama.pub/2040-katolicheskaya-tserkov-stanet-aktsionernym-obshhestvom.html	Католическая церковь станет акционерным обществом	2018-03-11	Виталий Манн	news	D:\Panorama\texts\543.txt
544	https://panorama.pub/2033-gomera-simpsona-vybrali-merom-amerikanskogo-goroda.html	Гомера Симпсона выбрали мэром американского города	2018-03-10	Виталий Манн	news	D:\Panorama\texts\544.txt
545	https://panorama.pub/2029-amerikanskim-sudam-razreshat-otmenyat-rezultaty-vyborov-prezidenta-rossii.html	Американским судам разрешат отменять результаты выборов Президента России	2018-03-10	Виталий Манн	news	D:\Panorama\texts\545.txt
546	https://panorama.pub/2006-pribaltika-gotovitsya-k-yadernoj-vojne-s-rossiej.html	Прибалтика готовится к ядерной войне с Россией!	2018-03-10	Виталий Манн	news	D:\Panorama\texts\546.txt
547	https://panorama.pub/1924-v-ekaterinburge-nachalos-stroitelstvo.html	В Екатеринбурге началось строительство &quot;Гайдар-Центра&quot;	2018-03-09	Борис Гонтермахер	news	D:\Panorama\texts\547.txt
548	https://panorama.pub/2002-doping-ofitsery-wada-potrebovali-vernut-im-chertezhi-sekretnyh-obektov-izyatye-na-rossijskoj-granitse.html	Допинг-офицеры WADA потребовали вернуть им чертежи секретных объектов, изъятые на российской границе	2018-03-09	Виталий Манн	news	D:\Panorama\texts\548.txt
549	https://panorama.pub/1999-v-latvii-zaderzhali-200-chelovek-za-prazdnovanie-8-marta.html	В Латвии задержали 200 человек за празднование 8 марта	2018-03-09	Виталий Манн	news	D:\Panorama\texts\549.txt
550	https://panorama.pub/1994-vlasti-estonii-otkazyvayutsya-registrirovat-rebenka-iz-za-slishkom-russkogo-imeni.html	Власти Эстонии отказываются регистрировать ребенка из-за &quot;слишком русского&quot; имени	2018-03-08	Виталий Манн	news	D:\Panorama\texts\550.txt
551	https://panorama.pub/1991-feministki-potrebovali-priznat-boga-zhenshhinoj-i-naznachit-mamu-rimskuyu.html	Феминистки потребовали признать бога женщиной и назначить Маму Римскую	2018-03-08	Виталий Манн	news	D:\Panorama\texts\551.txt
552	https://panorama.pub/1909-vaz-otchitalsya-o-roste-prodazh-v-yaponii-na-3000.html	ВАЗ отчитался о росте продаж в Японии на 3000%	2018-03-08	Борис Гонтермахер	news	D:\Panorama\texts\552.txt
553	https://panorama.pub/1986-v-ssha-arestovali-krokodila-za-gomofobiyu.html	В США арестовали крокодила за гомофобию	2018-03-07	Виталий Манн	news	D:\Panorama\texts\553.txt
554	https://panorama.pub/1978-v-manchestere-nashli-skrytuyu-fabriku-otravlyayushhih-veshhestv-gru.html	В Манчестере нашли скрытую фабрику отравляющих веществ ГРУ	2018-03-07	Виталий Манн	news	D:\Panorama\texts\554.txt
555	https://panorama.pub/1973-mutko-naznachat-poslom-rossii-v-velikobritanii.html	Мутко назначат послом России в Великобритании	2018-03-06	Виталий Манн	news	D:\Panorama\texts\555.txt
556	https://panorama.pub/1969-prezident-bolgarii-poblagodaril-es-za-osvobozhdenie-strany-ot-osmanskogo-iga.html	Президент Болгарии поблагодарил Евросоюз за освобождение страны от османского ига	2018-03-06	Виталий Манн	news	D:\Panorama\texts\556.txt
557	https://panorama.pub/1965-na-kupyure-nominalom-3000-rublej-budet-izobrazhyon-eltsin-tsentr.html	На купюре номиналом 3000 рублей будет изображён &quot;Ельцин-центр&quot;	2018-03-06	Виталий Манн	news	D:\Panorama\texts\557.txt
558	https://panorama.pub/1960-k-vsemirnomu-dnyu-lgbt-zhivotnyh-iz-berlinskogo-zooparka-pokrasyat-v-tsveta-radugi.html	К всемирному дню ЛГБТ животных из Берлинского зоопарка покрасят в цвета радуги	2018-03-05	Виталий Манн	news	D:\Panorama\texts\558.txt
559	https://panorama.pub/1956-v-bufete-gosdumy-otkroetsya-bystrodengi.html	В буфете Госдумы откроется сервис микрозаймов &quot;Быстроденьги&quot;	2018-03-05	Борис Гонтермахер	news	D:\Panorama\texts\559.txt
560	https://panorama.pub/1948-rezhissyor-zvyagintsev-obvinil-russkih-hakerov-v-svoyom-provale-na-oskare.html	Режиссёр Звягинцев обвинил русских хакеров в своём провале на &quot;Оскаре&quot;	2018-03-05	Виталий Манн	news	D:\Panorama\texts\560.txt
561	https://panorama.pub/1938-nobelevskij-laureat-rasskazhet-kaliningradskim-studentam-o-plyusah-yurisdiktsii-frg.html	Нобелевский лауреат расскажет калининградским студентам о плюсах юрисдикции ФРГ	2018-03-04	Виталий Манн	news	D:\Panorama\texts\561.txt
562	https://panorama.pub/1939-facebook-budet-avtomaticheski.html	Facebook будет автоматически исправлять &quot;Белоруссию&quot; на &quot;Беларусь&quot;	2018-03-04	Борис Гонтермахер	news	D:\Panorama\texts\562.txt
563	https://panorama.pub/1933-detskij-vagina-park-postroyat-v-berline.html	Детский &quot;Вагина парк&quot; построят в Берлине	2018-03-04	Виталий Манн	news	D:\Panorama\texts\563.txt
564	https://panorama.pub/1929-vo-frantsii-prinyali-programmu-po-peredache-musulmanam-katolicheskih-hramov.html	Во Франции приняли программу по передаче мусульманам католических храмов	2018-03-03	Виталий Манн	news	D:\Panorama\texts\564.txt
565	https://panorama.pub/1925-polsha-potrebuet-reparatsii-ot-yaponii-za-ushherb-nanesyonnyj-polyakam-vo-vremya-vtoroj-mirovoj-vojny.html	Польша потребует репарации от Японии за ущерб нанесённый полякам во время Второй мировой войны	2018-03-03	Виталий Манн	news	D:\Panorama\texts\565.txt
566	https://panorama.pub/1918-mihail-efremov-sygraet-putina-v-amerikanskom-seriale.html	Михаил Ефремов сыграет Путина в американском сериале &quot;Кровавый тиран&quot;	2018-03-02	Виталий Манн	news	D:\Panorama\texts\566.txt
567	https://panorama.pub/1912-estoniya-namerena-zapretit-rf-proizvodit-yadernoe-oruzhie.html	Эстония намерена запретить РФ производить ядерное оружие	2018-03-02	Виталий Манн	news	D:\Panorama\texts\567.txt
568	https://panorama.pub/1902-pochta-rossii-vvedet-elitnye-klubnye-karty.html	Почта России введет элитные клубные карты	2018-03-01	Борис Гонтермахер	news	D:\Panorama\texts\568.txt
569	https://panorama.pub/1899-maklaren-hoteli-diskvalifitsirovat-putina-no-uvy-ne-smogli.html	Макларен: Хотели дисквалифицировать Путина, но увы не смогли	2018-03-01	Виталий Манн	news	D:\Panorama\texts\569.txt
570	https://panorama.pub/1895-sobchak-predlozhila-otdat-kurily-yapontsam.html	Собчак предложила отдать Курилы Японии	2018-02-28	Виталий Манн	news	D:\Panorama\texts\570.txt
571	https://panorama.pub/1889-gennadij-malahov-meldonij-pustyshka-rekomenduyu-boyaryshnik.html	Геннадий Малахов: Мельдоний - пустышка, рекомендую боярышник	2018-02-28	Виталий Манн	news	D:\Panorama\texts\571.txt
572	https://panorama.pub/1883-kon-prezidenta-turkmenistana-vozglavit-akademiyu-nauk.html	Конь Президента Туркменистана возглавит академию наук	2018-02-28	Виталий Манн	news	D:\Panorama\texts\572.txt
573	https://panorama.pub/1879-v-ssha-sostoitsya-torzhestvennoe-oskvernenie-mogily-marka-tvena.html	В США состоится торжественное осквернение могилы Марка Твена	2018-02-28	Борис Гонтермахер	news	D:\Panorama\texts\573.txt
