text_id	link	title	date	author	type	filename
161	https://panorama.pub/4443-zakonoproekt-ob-ugolovnoj-otvetstvennosti-za-oskorblenie-chuvstv-patriotov.html	В Госдуму поступил на рассмотрение законопроект об уголовной ответственности за оскорбление чувств патриотов	2018-06-22	Герман Томилин	news	D:\Panorama\texts\161.txt
162	https://panorama.pub/4429-prezident-polshi-pozhalovalsya-na-otsutstvie-instruktsij-ot-trampa.html	Президент Польши пожаловался на отсутствие инструкций от Трампа	2018-06-21	Виталий Манн	news	D:\Panorama\texts\162.txt
163	https://panorama.pub/4420-ahedzhakova-izvinilas-pered-egiptyanami-na-otdyhe-v-hurgade.html	Ахеджакова извинилась перед египтянами на отдыхе в Хургаде	2018-06-21	Виталий Манн	news	D:\Panorama\texts\163.txt
164	https://panorama.pub/4414-v-italii-poyavilas-pervaya-tserkov-s-ispovedalnymi-terminalami.html	В Италии появилась первая церковь с исповедальными терминалами	2018-06-21	Григорий Касаткин	news	D:\Panorama\texts\164.txt
165	https://panorama.pub/4409-britanskij-zhurnalist-nazval-belye-nochi-v-peterburge-himicheskim-oruzhiem-kremlya.html	Британский журналист назвал белые ночи в Петербурге химическим оружием Кремля	2018-06-20	Виталий Манн	news	D:\Panorama\texts\165.txt
166	https://panorama.pub/4404-aleksandr-dugin-naznachen-sovetnikom-matteo-salvini.html	Александр Дугин назначен советником главы МВД Италии Маттео Сальвини	2018-06-20	Борис Гонтермахер	news	D:\Panorama\texts\166.txt
167	https://panorama.pub/4397-rodchenkov-gospitalizirovan-s-nervnym-sryvom.html	Родченков госпитализирован с нервным срывом	2018-06-19	Борис Гонтермахер	news	D:\Panorama\texts\167.txt
168	https://panorama.pub/4391-transgender_pozhalovalsya.html	Болельщик из Германии пожаловался на отсутствие туалетов для трансгендеров	2018-06-19	Виталий Манн	news	D:\Panorama\texts\168.txt
169	https://panorama.pub/4381-v-rostove-politsiya-ishhet.html	В Ростове полиция ищет хулигана, назвавшего болельщика-афроамериканца из США &quot;негром&quot;	2018-06-19	Борис Гонтермахер	news	D:\Panorama\texts\169.txt
170	https://panorama.pub/4376-brezhnev-domogalsya.html	Потомки ближневосточных и африканских лидеров обвинили Брежнева в домогательствах	2018-06-19	Андрей Ренье	news	D:\Panorama\texts\170.txt
171	https://panorama.pub/4373-novym-sovetnikom-putina-po-internetu-stal.html	Новым советником Путина по интернету стал экс-глава департамента цензуры Мининформации Китая	2018-06-18	Борис Гонтермахер	news	D:\Panorama\texts\171.txt
172	https://panorama.pub/4368-politsiya-moskvy-ishhet-argentintsa-oblomavshego-roga-islandtsu.html	Полиция Москвы ищет аргентинца обломавшего рога исландцу	2018-06-18	Виталий Манн	news	D:\Panorama\texts\172.txt
173	https://panorama.pub/4361-otryady-putina-i-nod-ustroili.html	&quot;США, руки прочь от наших пенсий!&quot;: &quot;Отряды Путина&quot; и НОД устроили митинг у американского посольства	2018-06-18	Борис Гонтермахер	news	D:\Panorama\texts\173.txt
174	https://panorama.pub/4351-v-rumynii-sud-otmenil-svyshe-100-obryadov-provedennyh-moshennikom-s-falshivym-diplomom-kolduna.html	В Румынии суд отменил свыше 100 обрядов, проведенных мошенником с фальшивым дипломом колдуна	2018-06-18	Борис Гонтермахер	news	D:\Panorama\texts\174.txt
175	https://panorama.pub/4353-vlasti-nizhegorodskoj-oblasti-podaryat-avtobus-paz-luchshemu-igroku-matcha-shvetsiya-yuzhnaya-koreya.html	Власти Нижегородской области подарят автобус ПАЗ лучшему игроку матча Швеция-Южная Корея	2018-06-18	Виталий Манн	news	D:\Panorama\texts\175.txt
176	https://panorama.pub/4340-zeman-predlozhil-vosstanovit-chehoslovakiyu.html	Президент Чехии Земан предложил восстановить Чехословакию	2018-06-17	Андрей Ренье	news	D:\Panorama\texts\176.txt
177	https://panorama.pub/4334-stydno-za-sootechestvennikov-krohoborov-deputat-gosdumy.html	&quot;Стыдно за соотечественников-крохоборов&quot;: депутат Госдумы призвал россиян не мелочиться из-за цен на бензин	2018-06-17	Борис Гонтермахер	news	D:\Panorama\texts\177.txt
178	https://panorama.pub/4335-v-ssha-vvedut-poshliny-na-studentov-iz-indii.html	США введут пошлины на студентов из Индии	2018-06-17	Виталий Манн	news	D:\Panorama\texts\178.txt
179	https://panorama.pub/4328-o-pobede-rossii-nad-saudovskoj-araviej-snimut-polnometrazhnyj-film.html	О победе России над Саудовской Аравией снимут полнометражный фильм	2018-06-16	Виталий Манн	news	D:\Panorama\texts\179.txt
180	https://panorama.pub/4026-kim-chen-yn-2.html	КНДР выплатит компенсации американским солдатам, пострадавшим от военных преступлений в Корейской войне	2018-06-16	Борис Гонтермахер	news	D:\Panorama\texts\180.txt
181	https://panorama.pub/4319-pervyj-bespilotnyj-avtomobil-v-kndr-sbezhal-v-yuzhnuyu-koreyu.html	Первый беспилотный автомобиль в КНДР сбежал в Южную Корею	2018-06-16	Герман Томилин	news	D:\Panorama\texts\181.txt
182	https://panorama.pub/4313-kupyury-s-izobrazheniem-igrokov-sbornoj.html	Центробанк выпустит купюры с изображением игроков сборной России	2018-06-16	Виталий Манн	news	D:\Panorama\texts\182.txt
183	https://panorama.pub/4305-proverka-na-gomoseksualizm-stanet-obyazatelnoj-v-pitere.html	Проверка на гомосексуализм станет обязательной при выдаче регистрации в Санкт-Петербурге	2018-06-15	Дмитрий Беккер	news	D:\Panorama\texts\183.txt
184	https://panorama.pub/4299-gollandskie-pedagogi-porabotali_v_bordele.html	Голландские педагоги отработали день в борделе в поддержку уволенной за проституцию коллеги	2018-06-14	Виталий Манн	news	D:\Panorama\texts\184.txt
185	https://panorama.pub/4293-spiker-parlamenta-fidzhi-obyasnil-svoj-otkaz-ehat-na-otkrytie-chm-2018.html	&quot;Участвовать в путинском шапито - позор для современного политика&quot;: спикер парламента Фиджи объяснил свой отказ ехать на открытие ЧМ-2018	2018-06-14	Борис Гонтермахер	news	D:\Panorama\texts\185.txt
186	https://panorama.pub/4288-pozhilomu-professoru-iz-belfasta-zapretili-strelyat-iz-arbaleta-v-studentov.html	Пожилому профессору из Белфаста запретили стрелять из арбалета в студентов	2018-06-14	Герман Томилин	news	D:\Panorama\texts\186.txt
187	https://panorama.pub/4284-spiker-parlamenta-fidzhi-obyavil-o-bojkote-chempionata-mira-po-futbolu.html	Спикер парламента Фиджи объявил о бойкоте Чемпионата мира по футболу	2018-06-14	Виталий Манн	news	D:\Panorama\texts\187.txt
188	https://panorama.pub/4280-pavian-stepan-plyunul-v-izobrazhenie-futbolista-sbornoj-rossii.html	Павиан Степан плюнул в изображение футболиста сборной России	2018-06-13	Виталий Манн	news	D:\Panorama\texts\188.txt
189	https://panorama.pub/4271-v-primore-arestovali-kitajtsa.html	В Приморье арестовали китайца, продававшего бензин по 20 рублей за литр	2018-06-13	Андрей Ренье	news	D:\Panorama\texts\189.txt
190	https://panorama.pub/4266-zhiteli-saranska-prosyat.html	Жители Саранска не против оставить свой город Сранском	2018-06-13	Виталий Манн	news	D:\Panorama\texts\190.txt
191	https://panorama.pub/4241-latvija-budet-sledit.html	Власти Латвии поставят маячки слежения на всех граждан, выезжающих в Россию на время ЧМ по футболу	2018-06-12	Виталий Манн	news	D:\Panorama\texts\191.txt
192	https://panorama.pub/4256-britanskie-uchyonye-podtverdili-rodstvo-krupskoj-i-skarlett-johansson.html	Британские учёные подтвердили родство Надежды Крупской и Скарлетт Йоханссон	2018-06-12	Виталий Манн	news	D:\Panorama\texts\192.txt
193	https://panorama.pub/4245-kim-chen-yn-perestroit.html	Ким Чен Ын после встречи с Трампом объявил о необходимости перестроить северокорейское общество и экономику	2018-06-12	Борис Гонтермахер	news	D:\Panorama\texts\193.txt
194	https://panorama.pub/4238-v-armenii-zaderzhali-grazhdanina-za-vzyatku-meteorologu.html	В Армении задержали гражданина за взятку метеорологу	2018-06-12	Виталий Манн	news	D:\Panorama\texts\194.txt
195	https://panorama.pub/4234-tramp-predlozhil-provodit-sammity-g7-v-tvittere.html	Трамп предложил проводить саммиты G7 в &quot;Твиттере&quot;	2018-06-11	Виталий Манн	news	D:\Panorama\texts\195.txt
196	https://panorama.pub/4229-dmitrij-enteo-potreboval-zapretit-ateistov.html	Дмитрий Энтео потребовал запретить атеистов	2018-06-11	Виталий Манн	news	D:\Panorama\texts\196.txt
197	https://panorama.pub/4222-ateisty-potrebovali-ubrat-iz-galerej-vse-kartiny-na-religioznuyu-tematiku-iz-za-neistorichnosti.html	Атеисты потребовали убрать из галерей все картины на религиозную тематику из-за неисторичности	2018-06-11	Андрей Ренье	news	D:\Panorama\texts\197.txt
198	https://panorama.pub/4217-amerikanskim-gimnastkam-zapretili-vystupat-v-kupalnikah-na-chempionate-ssha.html	Американским гимнасткам запретили выступать в купальниках на чемпионате США	2018-06-10	Виталий Манн	news	D:\Panorama\texts\198.txt
199	https://panorama.pub/4211-darya-tinkova-patriot.html	Ко дню России Дарья Тинькова выпьет вино 1865 года за рулем УАЗ &quot;Патриот&quot;	2018-06-10	Григорий Касаткин	news	D:\Panorama\texts\199.txt
200	https://panorama.pub/4207-v-habarovske-na-meste-obvala-grunta-sdelayut-podzemnuyu-parkovku.html	В Хабаровске на месте обвала грунта сделают подземную парковку	2018-06-10	Изяслав Тарашкевич	news	D:\Panorama\texts\200.txt
201	https://panorama.pub/4201-svalku-na-poligone-yadrovo-ko-dnyu-rossii-pokrasyat-v-tsveta-natsionalnogo-flaga.html	Свалку на полигоне &quot;Ядрово&quot; ко дню России покрасят в цвета национального флага	2018-06-09	Григорий Касаткин	news	D:\Panorama\texts\201.txt
202	https://panorama.pub/4195-ptu-shagayut-po-amerike.html	Уже пятый американский штат перешел на советскую систему образования	2018-06-09	Виталий Манн	news	D:\Panorama\texts\202.txt
203	https://panorama.pub/4185-vitalij-milonov-predlozhil-vvesti-ugolovnuyu-otvetstvennost-za-samoubijstvo.html	Виталий Милонов предложил ввести уголовную ответственность за самоубийство	2018-06-09	Григорий Касаткин	news	D:\Panorama\texts\203.txt
204	https://panorama.pub/4176-avtovaz-snova-nachnet.html	АвтоВАЗ снова начнет производить &quot;шестерку&quot; - после рестайлинга ее назовут Lada X-6	2018-06-08	Борис Гонтермахер	news	D:\Panorama\texts\204.txt
205	https://panorama.pub/4171-pistoletov-nauchit-detey-khoroshemu.html	Александр Пистолетов стал ведущим детской телепередачи на канале &quot;Культура&quot;	2018-06-08	Григорий Касаткин	news	D:\Panorama\texts\205.txt
206	https://panorama.pub/4166-shansov-net-no-vy-derzhites-otkrovennoe-intervyu-stanislava-cherchesova-pered-startom-chm.html	&quot;Шансов нет, но вы держитесь&quot;. Откровенное интервью Станислава Черчесова перед стартом ЧМ	2018-06-08	Виталий Манн	article	D:\Panorama\texts\206.txt
207	https://panorama.pub/4161-fifa-potrebovala-ot-fms.html	ФИФА потребовала от ФМС на время ЧМ-2018 выслать из России Расторгуева и Газманова	2018-06-08	Борис Гонтермахер	news	D:\Panorama\texts\207.txt
208	https://panorama.pub/4155-pod-rukovodstvom-mutko-startovala-gosprogramma-kapsulnoe-zhilyo-semyam.html	Под руководством Мутко стартовала госпрограмма &quot;Капсульное жильё - семьям!&quot;	2018-06-08	Дмитрий Беккер	news	D:\Panorama\texts\208.txt
209	https://panorama.pub/4141-sud-stokgolma-razreshil-braki-lyudej-s-zhivotnymi.html	Суд Стокгольма разрешил браки людей с животными	2018-06-07	Виталий Манн	news	D:\Panorama\texts\209.txt
210	https://panorama.pub/4135-travoyadnyj-tigr_umer.html	В зоопарке Хельсинки скончался единственный в мире травоядный тигр	2018-06-07	Григорий Касаткин	news	D:\Panorama\texts\210.txt
211	https://panorama.pub/4129-sud-olenegorska-zapretil-windows-na-territorii-rf.html	Суд Оленегорска запретил Windows на территории РФ	2018-06-07	Виталий Манн	news	D:\Panorama\texts\211.txt
212	https://panorama.pub/4123-fifa-podtverdila-zapret.html	ФИФА подтвердила запрет на российскую символику во время матчей ЧМ-2018	2018-06-07	Борис Гонтермахер	news	D:\Panorama\texts\212.txt
213	https://panorama.pub/4117-gulag-dlya-shkolnikov.html	Министерство просвещения создаст ГУЛАГ для школьников	2018-06-06	Андрей Ренье	news	D:\Panorama\texts\213.txt
214	https://panorama.pub/4104-uchitelya-oshtrafovali-za-vpn.html	Учителя информатики оштрафовали и уволили из-за использования VPN	2018-06-06	Григорий Касаткин	news	D:\Panorama\texts\214.txt
215	https://panorama.pub/4101-rossijskaya-katolicheskaya-tserkov.html	Российская католическая церковь: католические священники усыновляют в 36 раз больше российских детей, чем православные	2018-06-06	Борис Гонтермахер	news	D:\Panorama\texts\215.txt
216	https://panorama.pub/4093-gollandskie-pristavy-arestuyut-gaz-v-zapolyare.html	Голландские приставы арестуют ещё не добытый газ в Заполярье	2018-06-06	Андрей Ренье	news	D:\Panorama\texts\216.txt
217	https://panorama.pub/4085-belorusskaya-videokarta-na-128-mb.html	Лукашенко представили новую белорусскую видеокарту с объёмом памяти 128 Мб	2018-06-05	Григорий Касаткин	news	D:\Panorama\texts\217.txt
218	https://panorama.pub/4080-britanskie-vuzy-poprosili-niderlandy-prislat-im-studentov-geev.html	Британские вузы попросили Нидерланды прислать им студентов-геев	2018-06-05	Виталий Манн	news	D:\Panorama\texts\218.txt
219	https://panorama.pub/4065-rodchenkov-rasskazal-kak-presek.html	Родченков рассказал, как пресек поставки мельдония из России в США	2018-06-05	Борис Гонтермахер	news	D:\Panorama\texts\219.txt
220	https://panorama.pub/4054-evrokomissiya-obyazala-smi.html	Еврокомиссия обязала СМИ называть евроскептиков и правых &quot;популистами&quot;	2018-06-04	Борис Гонтермахер	news	D:\Panorama\texts\220.txt
221	https://panorama.pub/4055-v-korruptsii-vinovat-narod.html	Российские чиновники уличили народ в коррупции	2018-06-04	Виталий Манн	news	D:\Panorama\texts\221.txt
222	https://panorama.pub/4049-fifa-dobavit-polumesyats.html	ФИФА пообещало добавить полумесяц к кресту на Спасской башне в заставке ЧМ-2018	2018-06-04	Виталий Манн	news	D:\Panorama\texts\222.txt
223	https://panorama.pub/4032-mutko-utopil-v-bajkale-ofitsialnyj-myach-chm-2018.html	Мутко утопил в Байкале официальный мяч ЧМ-2018	2018-06-03	Виталий Манн	news	D:\Panorama\texts\223.txt
224	https://panorama.pub/4027-dva-gomoseksualista-v-ssha-sudyatsya-za-pravo-nazyvatsya-roditelem-1.html	Два гомосексуалиста в США судятся за право называться родителем №1	2018-06-03	Виталий Манн	news	D:\Panorama\texts\224.txt
225	https://panorama.pub/4016-v-ulan-ude-obyavyat-konkurs-na-nogi-dlya-pamyatnika-leninu.html	В Улан-Удэ объявят конкурс на ноги для памятника Ленину	2018-06-02	Виталий Манн	news	D:\Panorama\texts\225.txt
226	https://panorama.pub/4006-v-maloj-purge-postavyat-pamyatnik-dmitriyu-peskovu.html	В Малой Пурге поставят памятник Дмитрию Пескову	2018-06-02	Виталий Манн	news	D:\Panorama\texts\226.txt
227	https://panorama.pub/3998-evropa-zapret-na-priyom-pishhi-do-zahoda-solntsa.html	В Европе вступает в силу запрет на приём пищи до захода солнца	2018-06-01	Дмитрий Беккер	news	D:\Panorama\texts\227.txt
228	https://panorama.pub/3990-pravozashhitniki-provedut-aktsiyu.html	Российские правозащитники проведут акцию памяти по жертвам репрессий Ивана Грозного	2018-06-01	Виталий Манн	news	D:\Panorama\texts\228.txt
229	https://panorama.pub/3982-omsk-metro.html	В Омске построят уникальный метрополитен, состоящий из 1 станции	2018-06-01	Виталий Манн	news	D:\Panorama\texts\229.txt
230	https://panorama.pub/3976-kazaki-porubili-shashkami-chuchelo-trampa-i-dollary-iz-banka-prikolov.html	Казаки разрубили шашками чучело Трампа и доллары из &quot;Банка приколов&quot;	2018-05-31	Григорий Касаткин	news	D:\Panorama\texts\230.txt
231	https://panorama.pub/3969-v-kalendare-formuly-1-poyavitsya-gran-pri-vatikana.html	В календаре &quot;Формулы-1&quot; появится Гран-при Ватикана	2018-05-31	Виталий Манн	news	D:\Panorama\texts\231.txt
232	https://panorama.pub/3964-trahajsya_po_zakonu.html	В Швеции потратят 100 миллионов евро на создание службы сексуальных нотариусов	2018-05-31	Виталий Манн	news	D:\Panorama\texts\232.txt
233	https://panorama.pub/3959-skolkovo-nano-ikony.html	В Сколково разработают нано-иконы для уколов	2018-05-31	Дмитрий Беккер	news	D:\Panorama\texts\233.txt
234	https://panorama.pub/3952-avtoprobegu-kaput.html	Автопробег на &quot;заниженных&quot; &quot;Приорах&quot; завершился не начавшись	2018-05-30	Андрей Ренье	news	D:\Panorama\texts\234.txt
235	https://panorama.pub/3945-rossijskie-shkolniki-poprobovali_moloko.html	Российские школьники удивились, что белорусские коровы дают молоко вместо пальмового масла	2018-05-30	Григорий Касаткин	news	D:\Panorama\texts\235.txt
236	https://panorama.pub/3938-pochta-rossii-postavit.html	&quot;Почта России&quot; поставит в своих отделениях ящики для доносов	2018-05-30	Борис Гонтермахер	news	D:\Panorama\texts\236.txt
237	https://panorama.pub/3930-na-sozdanie-podvodnogo-gruzovika-potratyat-200-mlrd-rublej.html	На создание подводного грузовика потратят 200 млрд рублей	2018-05-29	Виталий Манн	news	D:\Panorama\texts\237.txt
238	https://panorama.pub/3923-v-ingushetii-obedinili-ministerstva-kultury-i-fizkultury.html	В Ингушетии объединили министерства культуры и физкультуры	2018-05-29	Виталий Манн	news	D:\Panorama\texts\238.txt
239	https://panorama.pub/3915-minkult-profinansiruet-sozdanie.html	Минкульт профинансирует создание мультфильма о победе русских богатырей над западными &quot;учеными педерастами&quot;	2018-05-29	Борис Гонтермахер	news	D:\Panorama\texts\239.txt
240	https://panorama.pub/3912-v-krasnoyarske-boljshaya_chekushka.html	В Красноярске состоится Всероссийский турнир Большой чекушки	2018-05-29	Дмитрий Беккер	news	D:\Panorama\texts\240.txt
241	https://panorama.pub/3902-v-mgu-otkroetsya-fakultet-alhimii.html	В МГУ откроется факультет алхимии	2018-05-28	Виталий Манн	news	D:\Panorama\texts\241.txt
242	https://panorama.pub/3898-mid-belarusi-razreshil.html	МИД Беларуси разрешил российским дипломатам называть страну Белоруссией	2018-05-28	Виталий Манн	news	D:\Panorama\texts\242.txt
243	https://panorama.pub/3892-vlasti-estonii-ofitsialno-pereimenovali-rossiyu-v-mordor.html	Власти Эстонии официально переименовали Россию в Мордор	2018-05-27	Виталий Манн	news	D:\Panorama\texts\243.txt
244	https://panorama.pub/3882-minkult-obyazhet-vandalov-vosstanavlivat-isporchennye-proizvedeniya-iskusstva.html	Минкульт обяжет вандалов восстанавливать испорченные произведения искусства	2018-05-27	Виталий Манн	news	D:\Panorama\texts\244.txt
245	https://panorama.pub/3873-popadantsev-v-uchebniki.html	Литературные произведения про &quot;попаданцев&quot; войдут в школьную программу	2018-05-27	Андрей Ренье	news	D:\Panorama\texts\245.txt
246	https://panorama.pub/3867-ukradennyj-v-chelyabinske-meteorit-nashli-v-odnom-iz-garazhej.html	Украденный в Челябинске метеорит нашли в одном из гаражей	2018-05-26	Виталий Манн	news	D:\Panorama\texts\246.txt
247	https://panorama.pub/3862-taz_v_otkaz.html	Автолюбители из Дагестана проведут автопробег на заниженных &quot;Приорах&quot;	2018-05-26	Андрей Ренье	news	D:\Panorama\texts\247.txt
248	https://panorama.pub/3853-autist-iz-saratova.html	На лондонском конкурсе двойников Мистера Бина победил аутист из Саратова	2018-05-25	Виталий Манн	news	D:\Panorama\texts\248.txt
249	https://panorama.pub/3843-fotografij-s-tsezarem.html	В Москве состоится выставка фотографий с Юлием Цезарем	2018-05-25	Виталий Манн	news	D:\Panorama\texts\249.txt
250	https://panorama.pub/3840-sergej-lukyanenko-reshil-zavershit-pisatelskuyu-kareru.html	Сергей Лукьяненко решил завершить писательскую карьеру	2018-05-25	Дмитрий Беккер	news	D:\Panorama\texts\250.txt
251	https://panorama.pub/3835-morgan-frimen-poprosil-politicheskoe-ubezhishhe-v-rossii.html	Морган Фримен попросил политическое убежище в России	2018-05-25	Виталий Манн	news	D:\Panorama\texts\251.txt
252	https://panorama.pub/3829-rys-obmaterila-posetitelej.html	В хабаровском зоопарке рысь обматерила посетителей	2018-05-24	Виталий Манн	news	D:\Panorama\texts\252.txt
253	https://panorama.pub/3818-pilot-vvs-ssha.html	Пилот ВВС США отсудил у Сербии $2 млн за моральные травмы, полученные при бомбардировке Белграда в 1999 году	2018-05-24	Борис Гонтермахер	news	D:\Panorama\texts\253.txt
254	https://panorama.pub/3813-steklomoj_ubivaet.html	На открытии Санкт-Петербургской интернет-конференции 10 человек отравились стекломоем	2018-05-24	Дмитрий Беккер	news	D:\Panorama\texts\254.txt
255	https://panorama.pub/3805-dlya-zashhity-ot-huliganov-vlasti-chertanovo-vydadut-inostrannym-bolelshhikam-bity.html	Для защиты от хулиганов власти Чертаново выдадут иностранным болельщикам биты	2018-05-24	Виталий Манн	news	D:\Panorama\texts\255.txt
256	https://panorama.pub/3800-50cent-tatu_s_putinym.html	Рэпер 50 cent сделал татуировку с Путиным	2018-05-24	Дмитрий Беккер	news	D:\Panorama\texts\256.txt
257	https://panorama.pub/3795-ssha-vvedut-sanktsii-protiv-posla-rossii-v-irane-za-sotrudnichestvo-s-iranom.html	США введут санкции против посла России в Иране за сотрудничество с Ираном	2018-05-23	Виталий Манн	news	D:\Panorama\texts\257.txt
258	https://panorama.pub/3790-rzhd-nakazaniya-dlya-passazhirov.html	В РЖД придумали изощрённые наказания для пассажиров	2018-05-23	Изяслав Тарашкевич	news	D:\Panorama\texts\258.txt
259	https://panorama.pub/3785-virtualnye-ministerstva.html	В России создадут виртуальные министерства для детей государственных чиновников	2018-05-23	Григорий Касаткин	news	D:\Panorama\texts\259.txt
260	https://panorama.pub/3776-planetu-putina-prokatili.html	Планета с названием Путин оказалась космическим мусором	2018-05-22	Виталий Манн	news	D:\Panorama\texts\260.txt
261	https://panorama.pub/3770-dlya-zdorovya-gorozhan-v-yuzhno-sahalinske-uprazdnyat-obshhestvennyj-transport.html	Для здоровья горожан в Южно-Сахалинске упразднят общественный транспорт	2018-05-22	Виталий Манн	news	D:\Panorama\texts\261.txt
262	https://panorama.pub/3761-ubit_neyroset.html	Пользователи пообещали отомстить нейросети за оскорбления	2018-05-22	Григорий Касаткин	news	D:\Panorama\texts\262.txt
263	https://panorama.pub/3748-krymskij-most-zakroyut-na-2-goda.html	Крымский мост закроют на 2 года с целью расширения	2018-05-21	Виталий Манн	news	D:\Panorama\texts\263.txt
264	https://panorama.pub/3741-shved_gadit.html	Премьер-министр Швеции потребовал от России репарации за проигрыш в Cеверной войне	2018-05-21	Григорий Касаткин	news	D:\Panorama\texts\264.txt
265	https://panorama.pub/3737-alkhimiki_protiv_lzhenauki.html	Комиссию по борьбе со лженаукой при РАН ликвидируют из-за конфликта с РПЦ	2018-05-21	Андрей Ренье	news	D:\Panorama\texts\265.txt
266	https://panorama.pub/3733-mazhory_porezvyatsya.html	В ГИБДД создадут подразделение из «золотой молодёжи»	2018-05-21	Изяслав Тарашкевич	news	D:\Panorama\texts\266.txt
267	https://panorama.pub/3728-minkult-provedet-v-rossijskih.html	Минкульт проведет в российских школах патриотический урок &quot;Они сражались за Россию&quot;, посвященный белогвардейцам	2018-05-21	Борис Гонтермахер	news	D:\Panorama\texts\267.txt
268	https://panorama.pub/3721-v-sankt-peterburge-otkroetsya-muzej-admirala-kolchaka.html	В Санкт-Петербурге откроется музей адмирала Колчака	2018-05-20	Виталий Манн	news	D:\Panorama\texts\268.txt
269	https://panorama.pub/3717-pindosy_oborzeli.html	США планируют закрепить место в ООН за каждым штатом	2018-05-20	Виталий Манн	news	D:\Panorama\texts\269.txt
270	https://panorama.pub/3710-ispaniya-budet-posylat-lishnih-turistov-v-krym.html	Испания будет посылать лишних туристов в Крым в знак благодарности за непризнание Каталонии	2018-05-19	Карл Холмогорский	news	D:\Panorama\texts\270.txt
271	https://panorama.pub/3702-navalnyj-kupil-villu-na-ozere-komo.html	Навальный приобрёл виллу на берегу озера Комо	2018-05-19	Виталий Манн	news	D:\Panorama\texts\271.txt
272	https://panorama.pub/3696-vucich-kidanul.html	Президент Вучич: &quot;Сербия будет дружить с Россией даже после вступления в НАТО&quot;	2018-05-19	Виталий Манн	news	D:\Panorama\texts\272.txt
273	https://panorama.pub/3691-pole-stadiona-v-saranske-posle-chm-otdadut-pod-ogorody.html	Поле стадиона в Саранске после ЧМ отдадут под огороды	2018-05-19	Виталий Манн	news	D:\Panorama\texts\273.txt
274	https://panorama.pub/3681-grigorovich-snova-otmenil-s-t-a-l-k-e-r-2.html	Григорович снова отменил S.T.A.L.K.E.R. 2	2018-05-18	Григорий Касаткин	news	D:\Panorama\texts\274.txt
275	https://panorama.pub/3675-oon-pomogla-pedikam.html	ООН объявила об учреждении Дня нетрадиционной семьи	2018-05-18	Виталий Манн	news	D:\Panorama\texts\275.txt
276	https://panorama.pub/3667-otryady-putina-obyavili.html	&quot;Отряды Путина&quot; объявили о переименовании в &quot;Штурмовиков Путина&quot;	2018-05-18	Борис Гонтермахер	news	D:\Panorama\texts\276.txt
277	https://panorama.pub/3668-pensionerki-zabrosali-govnom.html	В Биробиджане пенсионерки по ошибке забросали навозом работников IT-сферы 	2018-05-18	Дмитрий Беккер	news	D:\Panorama\texts\277.txt
278	https://panorama.pub/3664-zemfira-dala-pervoe-intervyu-posle-provala-na-evrovidenii.html	&quot;Инвалидная коляска не помешает мне двигаться дальше&quot;: Земфира прокомментировала свой провал на Евровидении	2018-05-18	Борис Гонтермахер	news	D:\Panorama\texts\278.txt
279	https://panorama.pub/3659-zamurovali-dodona-demony.html	Парламент Молдавии запретил Додону выходить из кабинета	2018-05-18	Андрей Ренье	news	D:\Panorama\texts\279.txt
280	https://panorama.pub/3650-uralvagonzavod-vmesto-armaty-budet-vypuskat-tanki-is-1.html	Уралвагонзавод вместо &quot;Арматы&quot; будет выпускать танки ИС-1	2018-05-17	Андрей Ренье	news	D:\Panorama\texts\280.txt
281	https://panorama.pub/3643-hrushhyov_rulit.html	В Крыму установят памятник Хрущёву	2018-05-17	Виталий Манн	news	D:\Panorama\texts\281.txt
282	https://panorama.pub/3635-franciya_deti_lgbt.html	Во Франции адаптируют детские сказки в рамках программы &quot;ЛГБТ для самых маленьких&quot;	2018-05-17	Григорий Касаткин	news	D:\Panorama\texts\282.txt
283	https://panorama.pub/3628-satanisty-protiv_pravoslaviya.html	Рязанские сатанисты требуют запретить библейский спектакль	2018-05-16	Виталий Манн	news	D:\Panorama\texts\283.txt
284	https://panorama.pub/3624-pashinyan-poobeshhal-mnogo-inostrantsev-v-pravitelstve-armenii.html	Пашинян пообещал много иностранцев в правительстве Армении	2018-05-16	Виталий Манн	news	D:\Panorama\texts\284.txt
285	https://panorama.pub/3619-nemtsy_svininu_ne_zhrut.html	В российских городах на время ЧМ ограничат продажу свинины	2018-05-16	Виталий Манн	news	D:\Panorama\texts\285.txt
286	https://panorama.pub/3611-vegany_poekhali.html	Зоозащитники запустят линейку соевой еды для плотоядных растений	2018-05-16	Андрей Ренье	news	D:\Panorama\texts\286.txt
287	https://panorama.pub/3604-zvyagintsev-rashka_govnyashka.html	Звягинцев не будет снимать положительные фильмы о России, пока не освободят Серебренникова	2018-05-15	Виталий Манн	news	D:\Panorama\texts\287.txt
288	https://panorama.pub/3599-borovoj-most.html	Боровой обратился в банк за ссудой для сноса Крымского моста	2018-05-15	Виталий Манн	news	D:\Panorama\texts\288.txt
289	https://panorama.pub/3591-dobrovoltsy-pomogli-igoryu-strelkovu-sobrat-dengi-na-internet.html	Добровольцы помогли Игорю Стрелкову собрать деньги на Интернет	2018-05-15	Виталий Манн	news	D:\Panorama\texts\289.txt
290	https://panorama.pub/3586-varshava-pamyatnik-trampu.html	В Варшаве установят памятник Дональду Трампу	2018-05-14	Виталий Манн	news	D:\Panorama\texts\290.txt
